PO Number,Received Quantity,Condition
PO-61344,52,Damaged
PO-23934,72,Damaged
PO-17241,8,Damaged
PO-56970,21,Damaged
PO-97751,40,Damaged
PO-96203,78,Incomplete
PO-26019,1,Damaged
PO-15333,27,Good
PO-44854,67,Incomplete
PO-28764,47,Incomplete
PO-45988,82,Good
PO-46178,49,Good
PO-79995,15,Damaged
PO-21652,95,Good
PO-22140,32,Good
PO-76877,64,Damaged
PO-36312,24,Incomplete
PO-32968,11,Good
PO-60366,58,Good
PO-72903,47,Good
PO-69069,58,Damaged
PO-12597,76,Incomplete
PO-91506,57,Damaged
PO-74305,43,Good
PO-79252,25,Incomplete
PO-40969,60,Damaged
PO-64951,99,Damaged
PO-61951,35,Damaged
PO-76332,26,Damaged
PO-58787,47,Good
PO-72236,70,Incomplete
PO-96778,74,Damaged
PO-44923,64,Good
PO-45509,9,Good
PO-97416,18,Damaged
PO-47222,62,Damaged
PO-92518,12,Damaged
PO-73246,80,Incomplete
PO-67890,47,Incomplete
PO-61785,51,Incomplete
PO-18581,89,Damaged
PO-52206,62,Good
PO-82350,47,Good
PO-14445,55,Incomplete
PO-38324,33,Incomplete
PO-72861,63,Incomplete
PO-28291,70,Damaged
PO-79464,88,Good
PO-44698,62,Good
PO-67067,42,Damaged
PO-51001,95,Incomplete
PO-21575,39,Good
PO-20623,5,Damaged
PO-58803,91,Damaged
PO-84210,97,Incomplete
PO-35008,72,Incomplete
PO-68850,83,Damaged
PO-95138,76,Incomplete
PO-22720,67,Good
PO-50368,60,Damaged
PO-30546,47,Incomplete
PO-91759,52,Incomplete
PO-92802,76,Incomplete
PO-80243,10,Good
PO-37199,25,Good
PO-84983,4,Damaged
PO-36262,78,Incomplete
PO-31711,15,Damaged
PO-56990,60,Damaged
PO-89396,86,Damaged
PO-87384,76,Damaged
PO-39156,11,Good
PO-16982,79,Incomplete
PO-32579,10,Good
PO-89236,96,Good
PO-82500,54,Damaged
PO-63651,79,Damaged
PO-71057,96,Damaged
PO-25366,86,Incomplete
PO-83136,94,Incomplete
PO-19259,29,Good
PO-49923,78,Damaged
PO-43457,56,Good
PO-38107,62,Good
PO-44271,25,Good
PO-22772,54,Incomplete
PO-42648,22,Damaged
PO-53911,99,Damaged
PO-54702,1,Damaged
PO-73442,15,Incomplete
PO-22633,64,Incomplete
PO-19236,71,Incomplete
PO-98635,47,Incomplete
PO-14365,25,Good
PO-81154,41,Damaged
PO-18980,70,Damaged
PO-94158,23,Damaged
PO-31898,100,Damaged
PO-62032,56,Good
PO-76765,64,Incomplete
PO-24212,9,Good
PO-64256,26,Incomplete
PO-10754,34,Good
PO-60505,36,Good
PO-76489,33,Damaged
PO-64830,100,Incomplete
PO-85794,82,Good
PO-24329,21,Damaged
PO-72273,94,Good
PO-46833,80,Damaged
PO-96420,8,Incomplete
PO-43567,22,Good
PO-21358,74,Damaged
PO-93031,3,Good
PO-42292,19,Good
PO-38504,67,Good
PO-23261,26,Damaged
PO-21364,33,Damaged
PO-25094,43,Incomplete
PO-23742,95,Damaged
PO-49864,31,Incomplete
PO-11286,52,Incomplete
PO-28138,10,Incomplete
PO-52486,17,Good
PO-73306,11,Damaged
PO-45059,75,Good
PO-11455,42,Damaged
PO-29895,86,Damaged
PO-68341,81,Good
PO-77090,29,Damaged
PO-89180,20,Incomplete
PO-75859,93,Incomplete
PO-85670,81,Incomplete
PO-52389,50,Damaged
PO-61331,21,Incomplete
PO-46475,16,Incomplete
PO-75773,82,Damaged
PO-49724,5,Damaged
PO-42839,53,Good
PO-26597,65,Incomplete
PO-50265,33,Incomplete
PO-31062,4,Damaged
PO-43302,38,Damaged
PO-82765,59,Good
PO-18426,78,Good
PO-92796,74,Damaged
PO-66751,13,Incomplete
PO-57417,29,Damaged
PO-85114,76,Damaged
PO-92565,39,Damaged
PO-11625,38,Good
PO-77939,74,Incomplete
PO-26051,6,Good
PO-65077,30,Incomplete
PO-20078,31,Damaged
PO-70709,30,Incomplete
PO-10130,37,Good
PO-25458,49,Incomplete
PO-27881,51,Incomplete
PO-38805,70,Incomplete
PO-16953,3,Damaged
PO-95168,93,Incomplete
PO-63927,34,Good
PO-30896,63,Damaged
PO-94226,73,Damaged
PO-11909,52,Incomplete
PO-32280,51,Damaged
PO-76765,2,Damaged
PO-60538,64,Incomplete
PO-70264,41,Good
PO-92029,80,Damaged
PO-48334,7,Incomplete
PO-44382,32,Incomplete
PO-86111,75,Good
PO-20298,34,Incomplete
PO-20766,54,Good
PO-52422,96,Good
PO-41095,87,Incomplete
PO-22197,77,Incomplete
PO-45568,53,Good
PO-18267,40,Good
PO-73823,40,Damaged
PO-66442,11,Incomplete
PO-36759,9,Good
PO-82955,55,Good
PO-97851,96,Incomplete
PO-86466,67,Damaged
PO-78858,36,Incomplete
PO-32561,12,Incomplete
PO-60964,2,Good
PO-27519,68,Damaged
PO-23157,80,Good
PO-66411,25,Good
PO-57839,100,Good
PO-69029,43,Good
PO-36068,37,Good
PO-77135,87,Damaged
PO-97117,27,Incomplete
PO-41963,62,Good
PO-52724,55,Incomplete
PO-11398,18,Incomplete
PO-50673,93,Damaged
PO-52752,61,Good
PO-19926,16,Damaged
PO-91433,82,Damaged
PO-69781,42,Damaged
PO-89634,52,Damaged
PO-69883,29,Damaged
PO-95688,76,Incomplete
PO-44377,93,Incomplete
PO-55969,17,Damaged
PO-23872,63,Incomplete
PO-94870,3,Good
PO-17343,16,Damaged
PO-91974,4,Incomplete
PO-35221,8,Good
PO-73936,33,Incomplete
PO-34989,35,Incomplete
PO-64076,36,Good
PO-88080,79,Good
PO-45288,5,Incomplete
PO-63403,15,Incomplete
PO-82618,95,Incomplete
PO-38235,27,Damaged
PO-75630,42,Incomplete
PO-14692,86,Good
PO-72936,53,Incomplete
PO-89642,11,Good
PO-73421,33,Good
PO-31127,3,Incomplete
PO-15270,38,Good
PO-61638,67,Good
PO-85763,61,Damaged
PO-83566,87,Good
PO-65668,10,Incomplete
PO-77565,1,Damaged
PO-59721,7,Good
PO-62019,21,Good
PO-17739,41,Good
PO-96833,89,Incomplete
PO-79687,84,Good
PO-73121,44,Damaged
PO-19221,9,Good
PO-70747,98,Good
PO-86508,58,Incomplete
PO-22638,39,Damaged
PO-26821,49,Good
PO-99209,58,Incomplete
PO-23257,27,Incomplete
PO-98796,28,Damaged
PO-18269,45,Damaged
PO-41041,62,Damaged
PO-19489,96,Good
PO-97743,82,Incomplete
PO-29561,66,Incomplete
PO-48013,29,Damaged
PO-32354,47,Damaged
PO-56875,96,Good
PO-82327,87,Good
PO-56818,1,Incomplete
PO-88358,64,Damaged
PO-23812,69,Incomplete
PO-94357,34,Good
PO-58847,4,Incomplete
PO-26848,7,Good
PO-64899,60,Good
PO-47377,59,Incomplete
PO-65996,69,Incomplete
PO-36990,46,Good
PO-39668,41,Incomplete
PO-20306,100,Good
PO-52976,20,Good
PO-41255,42,Good
PO-54676,14,Damaged
PO-25744,89,Damaged
PO-91729,60,Incomplete
PO-16840,13,Damaged
PO-96938,93,Damaged
PO-72004,92,Incomplete
PO-46128,9,Incomplete
PO-64563,34,Damaged
PO-18605,90,Incomplete
PO-27177,2,Damaged
PO-67506,49,Incomplete
PO-14114,63,Damaged
PO-50552,13,Incomplete
PO-68524,56,Good
PO-50842,31,Damaged
PO-37344,2,Damaged
PO-40723,4,Damaged
PO-12807,97,Damaged
PO-93683,73,Damaged
PO-34247,91,Incomplete
PO-30957,4,Damaged
PO-55025,66,Good
PO-25093,84,Damaged
PO-39308,26,Damaged
PO-77535,34,Damaged
PO-92336,51,Good
PO-15596,42,Damaged
PO-15091,84,Damaged
PO-59683,13,Good
PO-66136,28,Good
PO-56347,52,Damaged
PO-13413,31,Damaged
PO-17036,73,Good
PO-20405,93,Good
PO-25342,8,Damaged
PO-80933,69,Good
PO-29799,40,Good
PO-89366,3,Good
PO-79532,58,Damaged
PO-48330,91,Good
PO-55132,7,Incomplete
PO-96744,45,Good
PO-58615,68,Incomplete
PO-53190,3,Good
PO-79937,8,Good
PO-78380,34,Damaged
PO-12152,47,Incomplete
PO-16074,79,Damaged
PO-76223,68,Incomplete
PO-72143,78,Damaged
PO-38165,44,Damaged
PO-35823,47,Good
PO-28503,99,Good
PO-11570,100,Incomplete
PO-46845,15,Good
PO-50351,11,Good
PO-21365,37,Damaged
PO-36726,79,Damaged
PO-80464,57,Incomplete
PO-36623,46,Damaged
PO-64832,46,Damaged
PO-46561,8,Damaged
PO-50210,76,Incomplete
PO-17775,98,Damaged
PO-85502,78,Damaged
PO-55188,83,Good
PO-21008,63,Damaged
PO-18771,60,Good
PO-33473,8,Good
PO-37470,45,Incomplete
PO-22937,13,Damaged
PO-97342,95,Damaged
PO-49816,91,Damaged
PO-73622,52,Incomplete
PO-15809,89,Incomplete
PO-26525,81,Good
PO-13607,32,Good
PO-21563,95,Good
PO-99239,28,Incomplete
PO-78511,52,Good
PO-46152,52,Good
PO-80057,31,Good
PO-94431,52,Incomplete
PO-21103,68,Good
PO-99289,69,Damaged
PO-76413,71,Incomplete
PO-50178,20,Damaged
PO-13175,82,Incomplete
PO-55704,99,Incomplete
PO-77462,25,Good
PO-86945,98,Incomplete
PO-93263,46,Incomplete
PO-74978,66,Good
PO-85567,43,Damaged
PO-53270,47,Damaged
PO-37266,34,Incomplete
PO-49264,26,Incomplete
PO-49259,73,Incomplete
PO-41121,33,Incomplete
PO-40011,99,Incomplete
PO-69337,94,Damaged
PO-10442,97,Incomplete
PO-16366,32,Damaged
PO-53075,7,Damaged
PO-48879,78,Incomplete
PO-84465,29,Damaged
PO-77057,37,Damaged
PO-57344,33,Damaged
PO-34422,35,Good
PO-55049,82,Damaged
PO-52103,78,Damaged
PO-24285,88,Incomplete
PO-30456,53,Good
PO-84864,68,Damaged
PO-21597,96,Good
PO-69865,84,Incomplete
PO-32384,18,Damaged
PO-91701,94,Good
PO-28299,37,Good
PO-24019,33,Good
PO-24825,47,Damaged
PO-53115,58,Good
PO-17223,96,Damaged
PO-81866,90,Damaged
PO-87507,66,Good
PO-90728,79,Incomplete
PO-76092,88,Damaged
PO-48755,55,Damaged
PO-13919,10,Damaged
PO-67602,86,Incomplete
PO-86635,27,Incomplete
PO-73474,66,Damaged
PO-42774,27,Incomplete
PO-77910,62,Good
PO-94251,66,Good
PO-23089,87,Good
PO-68836,79,Incomplete
PO-99688,7,Damaged
PO-28123,97,Incomplete
PO-63165,92,Damaged
PO-34357,46,Damaged
PO-93560,14,Damaged
PO-75132,65,Damaged
PO-16166,16,Damaged
PO-22782,22,Damaged
PO-51666,20,Incomplete
PO-41289,62,Damaged
PO-36726,86,Damaged
PO-73498,34,Incomplete
PO-16186,80,Damaged
PO-66378,84,Good
PO-71010,49,Damaged
PO-35239,5,Good
PO-37919,70,Good
PO-49619,92,Damaged
PO-58767,83,Good
PO-31035,38,Good
PO-16109,22,Good
PO-96479,76,Good
PO-98994,80,Incomplete
PO-94970,92,Damaged
PO-41463,9,Good
PO-37262,89,Incomplete
PO-63575,61,Incomplete
PO-10681,62,Damaged
PO-98803,53,Incomplete
PO-92926,24,Damaged
PO-93778,86,Good
PO-28515,99,Damaged
PO-84099,90,Good
PO-31127,13,Incomplete
PO-64727,48,Damaged
PO-99207,58,Good
PO-61567,23,Damaged
PO-43053,81,Good
PO-59105,14,Incomplete
PO-53494,15,Good
PO-36436,32,Good
PO-82154,76,Incomplete
PO-50078,63,Damaged
PO-32532,68,Damaged
PO-39698,64,Incomplete
PO-46626,39,Damaged
PO-36736,42,Good
PO-34774,17,Good
PO-84174,21,Damaged
PO-60601,9,Damaged
PO-75065,51,Incomplete
PO-30541,64,Good
PO-67794,76,Good
PO-70683,61,Incomplete
PO-23057,35,Good
PO-41939,81,Good
PO-20616,69,Good
PO-85255,8,Incomplete
PO-87434,10,Incomplete
PO-95425,77,Incomplete
PO-74735,18,Damaged
PO-80750,91,Damaged
PO-30728,58,Damaged
PO-38491,2,Damaged
PO-81487,92,Incomplete
PO-91509,50,Damaged
PO-52917,90,Incomplete
PO-64314,60,Good
PO-21829,16,Incomplete
PO-37691,40,Damaged
PO-74314,65,Incomplete
PO-83143,82,Incomplete
PO-13093,55,Incomplete
PO-37840,17,Incomplete
PO-18845,58,Good
PO-42256,84,Damaged
PO-52212,99,Damaged
PO-48910,40,Good
PO-19898,52,Incomplete
PO-89628,32,Good
PO-14681,33,Incomplete
PO-72586,43,Incomplete
PO-94099,60,Damaged
PO-69372,14,Incomplete
PO-98101,82,Incomplete
PO-58271,12,Incomplete
PO-90672,17,Good
PO-10157,9,Damaged
PO-29338,76,Damaged
PO-79652,10,Incomplete
PO-19421,86,Incomplete
PO-62796,42,Damaged
PO-72842,98,Good
PO-81466,55,Incomplete
PO-36424,84,Damaged
PO-22071,39,Damaged
PO-77222,89,Damaged
PO-87778,28,Damaged
PO-43990,96,Good
PO-57913,34,Damaged
PO-65129,30,Incomplete
PO-55543,59,Good
PO-54632,35,Good
PO-95947,24,Damaged
PO-66827,87,Good
PO-59382,94,Incomplete
PO-20386,27,Damaged
PO-69496,41,Good
PO-11945,65,Incomplete
PO-79827,1,Damaged
PO-59293,54,Damaged
PO-96879,70,Incomplete
PO-62531,47,Good
PO-68724,22,Good
PO-82714,1,Good
PO-25624,73,Damaged
PO-67457,97,Good
PO-18583,63,Good
PO-46978,84,Good
PO-55077,55,Incomplete
PO-10582,52,Good
PO-77522,39,Good
PO-76651,64,Incomplete
PO-21578,28,Good
PO-58318,22,Damaged
PO-56497,71,Damaged
PO-48375,62,Good
PO-12474,68,Good
PO-43325,34,Good
PO-75958,85,Incomplete
PO-71459,61,Good
PO-66077,68,Damaged
PO-55097,74,Damaged
PO-89172,40,Incomplete
PO-21524,82,Damaged
PO-87730,21,Incomplete
PO-53825,83,Good
PO-28970,32,Damaged
PO-78768,23,Good
PO-89690,89,Damaged
PO-94181,15,Incomplete
PO-85290,77,Damaged
PO-89537,52,Good
PO-86425,88,Incomplete
PO-67721,57,Incomplete
PO-84035,50,Incomplete
PO-67607,33,Good
PO-98245,24,Good
PO-22969,69,Good
PO-26020,75,Good
PO-68144,56,Incomplete
PO-52180,73,Good
PO-81279,98,Good
PO-74106,46,Damaged
PO-91929,6,Good
PO-27435,15,Damaged
PO-70009,81,Good
PO-31331,73,Incomplete
PO-81866,8,Good
PO-19550,52,Incomplete
PO-25702,61,Incomplete
PO-70808,32,Damaged
PO-73021,38,Damaged
PO-98899,73,Incomplete
PO-42909,39,Good
PO-95961,60,Good
PO-24094,73,Damaged
PO-53288,46,Damaged
PO-33443,41,Damaged
PO-50817,61,Incomplete
PO-98440,35,Damaged
PO-32713,29,Damaged
PO-41970,41,Incomplete
PO-98978,90,Incomplete
PO-15935,41,Incomplete
PO-67674,55,Good
PO-60158,73,Incomplete
PO-37080,64,Damaged
PO-69003,74,Good
PO-99962,19,Good
PO-26228,90,Good
PO-54725,26,Damaged
PO-15197,32,Incomplete
PO-58923,53,Good
PO-13591,94,Damaged
PO-70721,80,Incomplete
PO-69882,100,Incomplete
PO-52480,82,Incomplete
PO-37701,7,Incomplete
PO-43177,3,Good
PO-75169,11,Damaged
PO-64514,68,Good
PO-70330,87,Incomplete
PO-23618,82,Incomplete
PO-49460,43,Incomplete
PO-41697,57,Good
PO-66737,58,Incomplete
PO-20777,89,Incomplete
PO-12894,55,Good
PO-27460,38,Incomplete
PO-10832,39,Good
PO-15743,63,Incomplete
PO-55147,97,Incomplete
PO-92833,82,Incomplete
PO-83218,4,Incomplete
PO-53797,96,Damaged
PO-38993,76,Good
PO-66049,92,Good
PO-90726,96,Good
PO-76248,83,Incomplete
PO-15285,25,Good
PO-30586,22,Good
PO-44995,15,Damaged
PO-25556,67,Incomplete
PO-75061,4,Damaged
PO-96981,27,Good
PO-22917,51,Good
PO-19456,8,Damaged
PO-24650,51,Damaged
PO-91305,73,Incomplete
PO-99001,32,Incomplete
PO-76878,99,Incomplete
PO-12591,47,Good
PO-28196,4,Good
PO-19010,3,Incomplete
PO-85642,95,Incomplete
PO-86627,30,Incomplete
PO-92527,90,Damaged
PO-78208,52,Damaged
PO-86908,53,Good
PO-34775,80,Damaged
PO-69393,94,Damaged
PO-48184,29,Damaged
PO-42322,74,Good
PO-51798,33,Good
PO-94106,44,Damaged
PO-50456,30,Incomplete
PO-28458,69,Good
PO-14276,42,Incomplete
PO-85716,1,Good
PO-73340,23,Good
PO-54079,75,Good
PO-93188,60,Incomplete
PO-49675,8,Good
PO-53546,69,Incomplete
PO-94084,38,Damaged
PO-96717,11,Good
PO-59624,92,Damaged
PO-55686,34,Good
PO-15300,62,Incomplete
PO-64244,66,Damaged
PO-13965,38,Good
PO-21328,21,Damaged
PO-94475,59,Damaged
PO-16889,15,Damaged
PO-31267,1,Good
PO-81046,10,Damaged
PO-24977,47,Incomplete
PO-68669,40,Good
PO-51246,67,Incomplete
PO-20032,58,Damaged
PO-35117,63,Good
PO-29086,10,Damaged
PO-63955,96,Incomplete
PO-54205,3,Incomplete
PO-40610,77,Damaged
PO-84363,92,Incomplete
PO-49735,81,Good
PO-42014,84,Damaged
PO-22708,75,Good
PO-60738,68,Incomplete
PO-90902,41,Incomplete
PO-52504,100,Damaged
PO-99763,37,Incomplete
PO-63929,38,Damaged
PO-25133,22,Good
PO-44806,90,Good
PO-21728,41,Good
PO-14060,98,Good
PO-37459,25,Good
PO-97858,29,Damaged
PO-12220,98,Damaged
PO-15535,92,Incomplete
PO-80620,55,Damaged
PO-65035,60,Incomplete
PO-78963,20,Good
PO-63536,68,Good
PO-55342,18,Incomplete
PO-71621,60,Damaged
PO-40575,86,Good
PO-33490,89,Damaged
PO-91274,36,Incomplete
PO-54176,34,Good
PO-33900,77,Damaged
PO-52487,3,Good
PO-30853,90,Good
PO-94438,90,Good
PO-90813,64,Damaged
PO-76138,7,Good
PO-86368,4,Incomplete
PO-48742,55,Good
PO-32139,3,Good
PO-43564,71,Incomplete
PO-97936,86,Damaged
PO-77153,82,Good
PO-65550,40,Good
PO-71736,72,Incomplete
PO-28487,44,Good
PO-11308,66,Good
PO-73350,31,Damaged
PO-40503,90,Damaged
PO-47282,8,Damaged
PO-57483,98,Incomplete
PO-18530,99,Incomplete
PO-92828,16,Incomplete
PO-11775,71,Good
PO-90500,59,Damaged
PO-76068,63,Incomplete
PO-92248,27,Damaged
PO-24753,93,Damaged
PO-32300,39,Good
PO-96131,27,Damaged
PO-20346,18,Incomplete
PO-69336,87,Damaged
PO-55500,53,Damaged
PO-83400,73,Incomplete
PO-77766,78,Incomplete
PO-56746,52,Incomplete
PO-32142,14,Damaged
PO-21139,84,Damaged
PO-87041,97,Damaged
PO-43979,13,Damaged
PO-61989,13,Good
PO-98864,80,Damaged
PO-25393,95,Damaged
PO-61667,23,Damaged
PO-15980,94,Damaged
PO-23555,16,Incomplete
PO-30067,35,Incomplete
PO-23592,58,Damaged
PO-78252,6,Damaged
PO-91794,10,Good
PO-86017,74,Damaged
PO-13187,69,Damaged
PO-58922,13,Incomplete
PO-25579,97,Damaged
PO-45949,54,Good
PO-77806,32,Incomplete
PO-78019,14,Damaged
PO-60800,13,Incomplete
PO-91495,43,Incomplete
PO-25557,24,Incomplete
PO-46728,57,Incomplete
PO-10302,45,Good
PO-74791,12,Good
PO-15579,30,Good
PO-12639,86,Damaged
PO-96844,100,Incomplete
PO-83309,23,Good
PO-40252,47,Incomplete
PO-94300,91,Good
PO-27705,21,Good
PO-76361,95,Incomplete
PO-85904,42,Incomplete
PO-36898,73,Incomplete
PO-22056,61,Damaged
PO-92920,57,Good
PO-90161,66,Incomplete
PO-69785,8,Damaged
PO-70976,63,Incomplete
PO-18814,9,Damaged
PO-21299,29,Good
PO-79894,75,Good
PO-79178,73,Incomplete
PO-55509,92,Damaged
PO-78249,94,Damaged
PO-30901,24,Good
PO-89962,90,Incomplete
PO-44042,79,Good
PO-66121,80,Good
PO-83905,87,Incomplete
PO-33925,89,Good
PO-80205,3,Incomplete
PO-27587,90,Damaged
PO-36438,78,Good
PO-89443,15,Good
PO-25605,87,Good
PO-68286,68,Incomplete
PO-12084,2,Incomplete
PO-99460,48,Damaged
PO-41572,33,Incomplete
PO-99685,16,Incomplete
PO-67335,61,Good
PO-22466,67,Incomplete
PO-62299,19,Damaged
PO-47290,83,Incomplete
PO-67746,45,Damaged
PO-84428,86,Damaged
PO-84703,15,Incomplete
PO-16720,54,Good
PO-21429,57,Good
PO-53476,85,Damaged
PO-84872,32,Incomplete
PO-14387,44,Incomplete
PO-23613,21,Good
PO-55777,58,Good
PO-31740,51,Incomplete
PO-32762,98,Damaged
PO-88858,27,Good
PO-23271,48,Good
PO-76771,19,Good
PO-39135,85,Damaged
PO-81021,60,Good
PO-11992,88,Good
PO-46839,62,Incomplete
PO-27174,37,Good
PO-99899,48,Damaged
PO-65104,100,Incomplete
PO-99242,44,Incomplete
PO-79644,83,Good
PO-81739,2,Incomplete
PO-16100,55,Incomplete
PO-65329,49,Damaged
PO-32632,25,Good
PO-71247,81,Good
PO-32303,50,Incomplete
PO-55118,94,Incomplete
PO-55854,66,Incomplete
PO-64628,95,Damaged
PO-26502,43,Incomplete
PO-27063,92,Incomplete
PO-90980,36,Incomplete
PO-57662,49,Incomplete
PO-85617,5,Damaged
PO-84247,22,Damaged
PO-86998,83,Good
PO-83466,40,Damaged
PO-70837,7,Good
PO-45374,93,Damaged
PO-83442,44,Incomplete
PO-67377,14,Incomplete
PO-30563,64,Good
PO-33536,57,Incomplete
PO-90120,6,Good
PO-78097,67,Damaged
PO-55299,73,Incomplete
PO-45925,22,Damaged
PO-67569,91,Good
PO-43535,6,Good
PO-78314,52,Incomplete
PO-57253,77,Good
PO-85586,5,Damaged
PO-17709,71,Damaged
PO-14297,8,Good
PO-11875,15,Incomplete
PO-77056,13,Damaged
PO-42731,45,Incomplete
PO-34942,73,Incomplete
PO-30547,23,Good
PO-89440,66,Incomplete
PO-89370,47,Good
PO-24735,66,Incomplete
PO-95194,74,Incomplete
PO-35570,45,Incomplete
PO-37594,15,Good
PO-20802,43,Damaged
PO-15500,35,Incomplete
PO-64947,54,Good
PO-53200,84,Incomplete
PO-83749,66,Damaged
PO-92275,92,Incomplete
PO-10335,39,Incomplete
PO-97639,76,Good
PO-38542,80,Good
PO-17021,88,Good
PO-25141,74,Incomplete
PO-76884,12,Incomplete
PO-16576,14,Incomplete
PO-89451,54,Good
PO-98149,2,Good
PO-69790,11,Damaged
PO-68477,50,Incomplete
PO-77309,8,Damaged
PO-11508,2,Incomplete
PO-22707,72,Damaged
PO-66416,78,Damaged
PO-66314,5,Incomplete
PO-34198,98,Incomplete
PO-77421,61,Damaged
PO-15671,63,Damaged
PO-97411,31,Good
PO-28138,36,Good
PO-44700,84,Incomplete
PO-75758,68,Good
PO-84716,18,Damaged
PO-17257,52,Good
PO-61757,51,Good
PO-12589,76,Damaged
PO-62945,48,Good
PO-77995,36,Damaged
PO-38717,65,Good
PO-38025,27,Good
PO-59766,70,Damaged
PO-86065,22,Damaged
PO-35607,50,Damaged
PO-36387,81,Incomplete
PO-10324,33,Damaged
PO-42701,33,Good
PO-25866,12,Incomplete
PO-21885,88,Damaged
PO-37256,3,Incomplete
PO-47982,85,Incomplete
PO-87468,1,Incomplete
PO-91397,58,Incomplete
PO-71764,70,Incomplete
PO-13353,64,Good
PO-88369,97,Damaged
PO-70339,49,Damaged
PO-76859,84,Damaged
PO-72091,92,Good
PO-63511,71,Incomplete
PO-74429,28,Good
PO-31161,22,Good
PO-53173,96,Incomplete
PO-39276,100,Damaged
PO-44981,8,Damaged
PO-53637,11,Incomplete
PO-32691,62,Good
PO-52151,11,Good
PO-64699,79,Damaged
PO-65204,29,Good
PO-59909,79,Damaged
PO-55628,91,Damaged
PO-25912,89,Good
PO-12641,33,Damaged
PO-59868,13,Incomplete
PO-87967,98,Good
PO-34759,82,Damaged
PO-64213,35,Good
PO-87295,64,Incomplete
PO-96698,23,Incomplete
PO-93336,16,Good
PO-77100,97,Damaged
PO-26714,31,Incomplete
PO-42249,37,Good
PO-22173,88,Damaged
PO-80019,73,Good
PO-19053,52,Damaged
PO-90649,91,Incomplete
PO-74210,10,Incomplete
PO-76815,77,Incomplete
PO-91309,64,Good
PO-11663,97,Damaged
PO-20699,95,Good
PO-49149,20,Damaged
PO-21231,61,Incomplete
PO-52076,99,Incomplete
PO-84495,27,Good
PO-49504,44,Damaged
PO-39579,30,Good
PO-62469,25,Damaged
PO-90493,49,Good
PO-37045,7,Good
PO-66436,76,Good
PO-59289,61,Damaged
PO-88888,81,Damaged
PO-90671,82,Incomplete
PO-22374,33,Good
PO-14105,5,Good
PO-76964,5,Incomplete
PO-35426,84,Incomplete
PO-69891,75,Damaged
PO-75633,70,Incomplete
PO-49318,31,Damaged
PO-18917,38,Incomplete
PO-75360,16,Good
PO-97964,47,Incomplete
PO-25964,50,Damaged
PO-34017,17,Incomplete
PO-22356,5,Damaged
PO-86012,12,Damaged
PO-21907,55,Good
PO-83403,72,Damaged
PO-44984,25,Incomplete
PO-38281,65,Incomplete
PO-38741,74,Incomplete
PO-48734,79,Incomplete
PO-80839,9,Good
PO-63054,94,Good
PO-40535,79,Damaged
PO-32028,99,Damaged
PO-20274,61,Damaged
PO-22379,61,Good
PO-33090,41,Incomplete
PO-54429,77,Damaged
PO-35464,74,Good
PO-22325,100,Damaged
PO-50183,46,Incomplete
PO-95999,51,Good
PO-28268,40,Good
PO-70987,65,Good
PO-15686,46,Incomplete
PO-57017,21,Good
PO-20330,94,Damaged
PO-59426,60,Incomplete
PO-77802,26,Damaged
PO-26297,21,Incomplete
PO-99188,20,Damaged
PO-49361,29,Good
PO-46784,93,Good
PO-14150,7,Damaged
PO-97663,75,Good
PO-63882,56,Damaged
PO-86095,74,Damaged
PO-57128,63,Damaged
PO-60367,27,Good
PO-55264,30,Incomplete
PO-92479,41,Incomplete
PO-41152,71,Incomplete
PO-12137,49,Good
PO-77022,57,Good
PO-46863,37,Incomplete
PO-37229,97,Incomplete
PO-29371,48,Incomplete
PO-85038,22,Damaged
PO-13388,37,Incomplete
PO-92005,19,Damaged
PO-26214,23,Good
PO-98709,43,Good
PO-93736,81,Incomplete
PO-53478,50,Incomplete
PO-45179,60,Incomplete
PO-79553,59,Damaged
PO-77604,79,Incomplete
PO-35440,82,Good
PO-41642,94,Damaged
PO-33361,98,Good
PO-98106,9,Incomplete
PO-69375,64,Damaged
PO-23375,67,Good
PO-11797,28,Good
PO-13005,91,Damaged
PO-91575,75,Incomplete
PO-63362,76,Incomplete
PO-73817,99,Damaged
PO-19979,65,Incomplete
PO-44514,43,Good
PO-93973,78,Good
PO-82159,99,Damaged
PO-62140,58,Damaged
PO-42932,93,Incomplete
PO-41377,33,Good
PO-66663,21,Damaged
PO-29864,45,Incomplete
PO-46473,13,Good
PO-59176,63,Damaged
PO-33791,43,Incomplete
PO-17338,15,Incomplete
PO-68803,2,Incomplete
PO-70812,99,Incomplete
PO-93364,1,Good
PO-23987,47,Damaged
PO-42914,94,Good
PO-98765,18,Good
PO-80286,74,Incomplete
PO-16277,65,Damaged
PO-50314,2,Damaged
PO-24508,96,Incomplete
PO-96485,60,Incomplete
PO-63294,86,Damaged
PO-46656,79,Incomplete
PO-69240,17,Good
PO-29657,37,Incomplete
PO-47706,19,Incomplete
PO-42165,59,Good
PO-73532,51,Damaged
PO-78394,66,Incomplete
PO-69032,71,Good
PO-95539,35,Damaged
PO-67281,92,Damaged
PO-15483,93,Incomplete
PO-25728,13,Incomplete
PO-75628,53,Incomplete
PO-33825,72,Good
PO-39313,99,Damaged
PO-76956,97,Damaged
PO-18962,39,Good
PO-65557,79,Incomplete
PO-89325,59,Good
PO-18797,53,Damaged
PO-14352,8,Good
PO-36604,37,Good
PO-21988,33,Incomplete
