PO Number,Vendor,Item,Unit Price,Quantity,Total Amount
PO-10727,Vendor_48326,Item_52917,9497.55,68,645833.4
PO-22312,Vendor_54393,Item_59075,7698.0,29,223242.0
PO-72709,Vendor_82259,Item_75059,3966.13,8,31729.04
PO-25996,Vendor_48764,Item_44583,7965.95,71,565582.45
PO-69588,Vendor_99306,Item_48778,3196.87,73,233371.51
PO-18425,Vendor_74376,Item_61074,9731.43,34,330868.62
PO-72823,Vendor_93540,Item_54501,1716.55,5,8582.75
PO-46162,Vendor_99440,Item_57080,1523.76,70,106663.2
PO-76771,Vendor_67652,Item_50568,4485.64,29,130083.56
PO-65439,Vendor_11659,Item_80664,2253.33,68,153226.44
PO-61657,Vendor_35035,Item_41271,7866.25,19,149458.75
PO-21467,Vendor_18191,Item_92003,8791.07,55,483508.85
PO-97269,Vendor_55347,Item_18479,151.29,55,8320.95
PO-11735,Vendor_59936,Item_36705,5854.08,80,468326.4
PO-43807,Vendor_38381,Item_51701,4457.23,48,213947.04
PO-77061,Vendor_77153,Item_22122,9394.31,75,704573.25
PO-55770,Vendor_30403,Item_88654,7761.75,33,256137.75
PO-65473,Vendor_24367,Item_95412,1975.78,82,162013.96
PO-50141,Vendor_12783,Item_83191,3163.63,2,6327.26
PO-30473,Vendor_10104,Item_99258,9932.77,78,774756.06
PO-73163,Vendor_61808,Item_15969,1338.85,79,105769.15
PO-28999,Vendor_39538,Item_28084,4466.64,52,232265.28
PO-52381,Vendor_94057,Item_50388,1477.8,94,138913.2
PO-80178,Vendor_56509,Item_29681,5362.09,49,262742.41
PO-94438,Vendor_63677,Item_50714,5073.15,58,294242.7
PO-85102,Vendor_71477,Item_51101,5479.82,41,224672.62
PO-90705,Vendor_10647,Item_42096,1819.68,45,81885.6
PO-92219,Vendor_27726,Item_23172,5751.85,54,310599.9
PO-72030,Vendor_20734,Item_47796,8097.58,5,40487.9
PO-66677,Vendor_16321,Item_66663,8031.65,9,72284.85
PO-55788,Vendor_54917,Item_78362,2264.38,31,70195.78
PO-96795,Vendor_92861,Item_49877,9371.79,87,815345.73
PO-29194,Vendor_58719,Item_21588,5563.27,31,172461.37
PO-54332,Vendor_96543,Item_12998,5833.24,6,34999.44
PO-67985,Vendor_15188,Item_32675,7365.19,62,456641.78
PO-62871,Vendor_28056,Item_41891,4542.47,15,68137.05
PO-11955,Vendor_53145,Item_11189,9107.12,16,145713.92
PO-48155,Vendor_76296,Item_92957,9268.06,40,370722.4
PO-13560,Vendor_98129,Item_65767,1770.84,37,65521.08
PO-69785,Vendor_81208,Item_76969,6584.99,74,487289.26
PO-37772,Vendor_97617,Item_36498,3551.59,44,156269.96
PO-59778,Vendor_62616,Item_72890,1980.32,75,148524.0
PO-94315,Vendor_34955,Item_64735,5028.8,77,387217.6
PO-91941,Vendor_82077,Item_82355,6838.57,4,27354.28
PO-28358,Vendor_69777,Item_16493,7226.77,71,513100.67
PO-37600,Vendor_85985,Item_57151,7573.85,99,749811.15
PO-50527,Vendor_61289,Item_41650,775.32,36,27911.52
PO-24846,Vendor_95514,Item_38337,9785.93,82,802446.26
PO-92490,Vendor_31037,Item_88105,616.15,32,19716.8
PO-98852,Vendor_66987,Item_89718,8842.55,69,610135.95
PO-67228,Vendor_25133,Item_49921,3433.71,12,41204.52
PO-91608,Vendor_57855,Item_64744,6854.97,34,233068.98
PO-54469,Vendor_86667,Item_40292,7707.3,79,608876.7
PO-84258,Vendor_53866,Item_79780,1313.39,94,123458.66
PO-31599,Vendor_46910,Item_81695,846.39,20,16927.8
PO-85195,Vendor_99147,Item_35544,4623.35,65,300517.75
PO-63057,Vendor_62992,Item_30959,8254.71,77,635612.67
PO-71417,Vendor_49138,Item_61777,102.35,61,6243.35
PO-46029,Vendor_36074,Item_82934,4497.63,56,251867.28
PO-43575,Vendor_94203,Item_26734,6860.07,79,541945.53
PO-16648,Vendor_91582,Item_72158,7932.21,34,269695.14
PO-47707,Vendor_89502,Item_29549,7613.77,67,510122.59
PO-49397,Vendor_19230,Item_96321,7232.18,79,571342.22
PO-91650,Vendor_44039,Item_89486,319.93,37,11837.41
PO-33853,Vendor_17146,Item_26092,766.82,14,10735.48
PO-28065,Vendor_75130,Item_14636,9918.22,100,991822.0
PO-71377,Vendor_46510,Item_23096,4683.87,23,107729.01
PO-77716,Vendor_86066,Item_22453,9695.69,19,184218.11
PO-96257,Vendor_37392,Item_34801,3340.41,74,247190.34
PO-71346,Vendor_56219,Item_57064,2388.25,84,200613.0
PO-37215,Vendor_58659,Item_33354,5915.29,87,514630.23
PO-66452,Vendor_18550,Item_14663,6509.01,18,117162.18
PO-64184,Vendor_60179,Item_64928,5156.63,51,262988.13
PO-98432,Vendor_93760,Item_50571,6068.64,62,376255.68
PO-89056,Vendor_81712,Item_33263,2716.9,72,195616.8
PO-91781,Vendor_53364,Item_90813,3618.89,74,267797.86
PO-45581,Vendor_34745,Item_85304,7813.0,44,343772.0
PO-29175,Vendor_58903,Item_35854,8880.34,73,648264.82
PO-85789,Vendor_46125,Item_46444,2108.68,62,130738.16
PO-12872,Vendor_58550,Item_50499,3918.88,93,364455.84
PO-66643,Vendor_51586,Item_25107,9394.13,77,723348.01
PO-58741,Vendor_69271,Item_14572,8453.63,100,845363.0
PO-59424,Vendor_16074,Item_56186,960.24,24,23045.76
PO-44826,Vendor_25785,Item_60679,954.45,37,35314.65
PO-28329,Vendor_44476,Item_47158,6949.05,16,111184.8
PO-17366,Vendor_40456,Item_21966,8649.84,91,787135.44
PO-55744,Vendor_28288,Item_90912,8462.36,9,76161.24
PO-89842,Vendor_72640,Item_60476,9412.49,56,527099.44
PO-42792,Vendor_58564,Item_32394,4015.07,47,188708.29
PO-20504,Vendor_85640,Item_82611,4510.53,73,329268.69
PO-90463,Vendor_44332,Item_93739,3111.35,86,267576.1
PO-94763,Vendor_98777,Item_17403,6423.08,81,520269.48
PO-92132,Vendor_81654,Item_71016,531.21,11,5843.31
PO-59155,Vendor_67162,Item_47592,8711.05,100,871105.0
PO-22053,Vendor_90445,Item_40162,1401.24,32,44839.68
PO-38564,Vendor_90863,Item_88290,7074.51,29,205160.79
PO-65401,Vendor_50892,Item_80273,8794.89,74,650821.86
PO-72838,Vendor_29899,Item_50712,9777.49,57,557316.93
PO-31135,Vendor_10838,Item_40682,6084.41,57,346811.37
PO-87836,Vendor_90459,Item_61864,3690.88,35,129180.8
PO-61530,Vendor_58458,Item_28979,2813.83,5,14069.15
PO-33999,Vendor_13436,Item_11947,4491.0,40,179640.0
PO-32100,Vendor_40710,Item_19912,7201.51,30,216045.3
PO-76058,Vendor_34405,Item_70122,2192.66,74,162256.84
PO-26372,Vendor_45142,Item_81235,3164.17,50,158208.5
PO-74861,Vendor_77978,Item_84259,93.64,79,7397.56
PO-22714,Vendor_13556,Item_83721,4946.77,84,415528.68
PO-69620,Vendor_53279,Item_75759,7872.6,18,141706.8
PO-70431,Vendor_54783,Item_26494,5506.46,99,545139.54
PO-17418,Vendor_73213,Item_53856,1079.38,13,14031.94
PO-73537,Vendor_32857,Item_67548,4345.15,89,386718.35
PO-28929,Vendor_53290,Item_51596,9061.7,98,888046.6
PO-10397,Vendor_28862,Item_52556,354.51,21,7444.71
PO-10793,Vendor_65537,Item_97314,5106.34,74,377869.16
PO-65175,Vendor_54405,Item_15104,4900.69,82,401856.58
PO-43748,Vendor_57825,Item_17537,1984.3,20,39686.0
PO-93332,Vendor_90801,Item_69282,7239.94,8,57919.52
PO-43954,Vendor_58203,Item_18567,2162.2,58,125407.6
PO-28986,Vendor_17841,Item_31377,3487.03,49,170864.47
PO-85884,Vendor_10425,Item_29634,1679.44,38,63818.72
PO-61468,Vendor_53310,Item_53924,3877.73,85,329607.05
PO-16318,Vendor_26348,Item_14037,9835.63,74,727836.62
PO-64867,Vendor_87877,Item_37982,6126.58,58,355341.64
PO-86692,Vendor_10632,Item_58590,357.85,48,17176.8
PO-95997,Vendor_15262,Item_18878,1148.71,14,16081.94
PO-60788,Vendor_53453,Item_24698,523.08,49,25630.92
PO-17810,Vendor_71355,Item_42504,1683.6,14,23570.4
PO-62609,Vendor_46517,Item_78280,6597.59,55,362867.45
PO-79171,Vendor_80121,Item_40480,201.92,11,2221.12
PO-89808,Vendor_57813,Item_10297,2266.99,9,20402.91
PO-84197,Vendor_72448,Item_20872,139.7,86,12014.2
PO-57261,Vendor_96301,Item_56128,8538.91,39,333017.49
PO-58889,Vendor_91231,Item_46031,8489.5,67,568796.5
PO-44070,Vendor_74567,Item_10315,7806.54,72,562070.88
PO-23640,Vendor_68917,Item_49113,1491.09,65,96920.85
PO-30671,Vendor_47575,Item_54899,7012.04,34,238409.36
PO-46953,Vendor_14499,Item_18376,9173.84,63,577951.92
PO-94711,Vendor_91965,Item_41949,6299.99,29,182699.71
PO-97235,Vendor_70736,Item_12891,6681.76,4,26727.04
PO-11207,Vendor_43790,Item_91703,344.09,82,28215.38
PO-51624,Vendor_60362,Item_61700,2283.42,67,152989.14
PO-33906,Vendor_29000,Item_55784,5835.1,94,548499.4
PO-65297,Vendor_76476,Item_12859,7730.36,15,115955.4
PO-91858,Vendor_32780,Item_77455,9783.05,13,127179.65
PO-94062,Vendor_21609,Item_34071,8242.51,20,164850.2
PO-37954,Vendor_13676,Item_20071,1970.2,66,130033.2
PO-26387,Vendor_51162,Item_65177,799.3,28,22380.4
PO-45829,Vendor_31561,Item_49065,8260.25,96,792984.0
PO-41291,Vendor_28338,Item_12500,4597.66,75,344824.5
PO-64933,Vendor_92329,Item_28002,6359.35,88,559622.8
PO-73283,Vendor_30071,Item_81741,5957.81,95,565991.95
PO-35204,Vendor_77889,Item_33595,9504.97,65,617823.05
PO-90155,Vendor_10439,Item_63550,8593.16,90,773384.4
PO-74269,Vendor_38596,Item_82626,1921.28,34,65323.52
PO-64774,Vendor_87241,Item_64009,1004.94,63,63311.22
PO-96381,Vendor_70882,Item_19230,9019.49,73,658422.77
PO-59410,Vendor_69289,Item_38020,3680.52,90,331246.8
PO-47809,Vendor_66324,Item_42171,3972.1,75,297907.5
PO-23164,Vendor_50723,Item_17715,6580.95,100,658095.0
PO-46033,Vendor_74501,Item_65975,2156.21,2,4312.42
PO-38928,Vendor_68446,Item_92156,3024.64,9,27221.76
PO-23228,Vendor_27996,Item_32375,1586.49,25,39662.25
PO-61872,Vendor_20162,Item_37393,2921.57,100,292157.0
PO-95158,Vendor_12218,Item_42496,4873.98,33,160841.34
PO-42236,Vendor_18500,Item_46905,7449.38,62,461861.56
PO-86600,Vendor_49524,Item_93822,8245.91,57,470016.87
PO-49673,Vendor_15434,Item_61069,5371.88,64,343800.32
PO-94031,Vendor_90002,Item_19042,2588.52,22,56947.44
PO-13142,Vendor_15270,Item_26142,3864.5,22,85019.0
PO-60364,Vendor_41315,Item_86359,180.6,77,13906.2
PO-68294,Vendor_85057,Item_27941,2799.77,19,53195.63
PO-69421,Vendor_96436,Item_57882,1119.25,28,31339.0
PO-13653,Vendor_12726,Item_59340,4207.71,56,235631.76
PO-91082,Vendor_70818,Item_35198,1718.67,83,142649.61
PO-29111,Vendor_43304,Item_16825,2613.1,61,159399.1
PO-14114,Vendor_50978,Item_63205,1652.43,97,160285.71
PO-27514,Vendor_40453,Item_22805,8335.13,9,75016.17
PO-13556,Vendor_67282,Item_14001,3787.9,20,75758.0
PO-74804,Vendor_75163,Item_34478,7916.84,20,158336.8
PO-23593,Vendor_63965,Item_51017,1142.6,15,17139.0
PO-92800,Vendor_55950,Item_62506,1079.92,55,59395.6
PO-73178,Vendor_24768,Item_72746,5468.71,71,388278.41
PO-58578,Vendor_99628,Item_32837,1689.67,15,25345.05
PO-55427,Vendor_86122,Item_56379,5592.8,69,385903.2
PO-93159,Vendor_62188,Item_53691,1641.34,71,116535.14
PO-61524,Vendor_30192,Item_95640,8999.05,58,521944.9
PO-65589,Vendor_13953,Item_44594,7181.47,82,588880.54
PO-26396,Vendor_21971,Item_54415,8.89,67,595.63
PO-72624,Vendor_87450,Item_99815,5521.52,55,303683.6
PO-23501,Vendor_59778,Item_90180,4178.84,93,388632.12
PO-71798,Vendor_16475,Item_50251,9685.35,55,532694.25
PO-86385,Vendor_10835,Item_79885,8347.68,55,459122.4
PO-69193,Vendor_75411,Item_64076,2165.55,56,121270.8
PO-56009,Vendor_93168,Item_44809,7645.6,16,122329.6
PO-87409,Vendor_67687,Item_68441,9312.59,19,176939.21
PO-44747,Vendor_70948,Item_89899,397.1,43,17075.3
PO-12771,Vendor_34800,Item_25809,6996.98,69,482791.62
PO-60393,Vendor_70974,Item_44260,4020.22,85,341718.7
PO-49529,Vendor_55017,Item_70040,750.65,66,49542.9
PO-30477,Vendor_64474,Item_74002,2751.54,87,239383.98
PO-67536,Vendor_99079,Item_62323,9911.83,5,49559.15
PO-93942,Vendor_22973,Item_17920,8715.43,71,618795.53
PO-36998,Vendor_78979,Item_42434,4349.59,31,134837.29
PO-38169,Vendor_70821,Item_19553,105.88,85,8999.8
PO-20951,Vendor_34609,Item_54690,4942.39,50,247119.5
PO-85586,Vendor_59674,Item_87481,9778.48,3,29335.44
PO-35344,Vendor_28588,Item_44825,4314.57,38,163953.66
PO-38580,Vendor_48726,Item_94108,2442.81,50,122140.5
PO-43085,Vendor_69189,Item_94780,8924.25,73,651470.25
PO-78765,Vendor_66555,Item_64143,3630.24,35,127058.4
PO-73888,Vendor_22380,Item_75461,4352.66,34,147990.44
PO-97724,Vendor_39796,Item_84023,7297.87,41,299212.67
PO-41142,Vendor_57363,Item_45467,1382.85,48,66376.8
PO-74500,Vendor_12032,Item_93115,4316.27,39,168334.53
PO-43664,Vendor_70551,Item_21668,3912.91,30,117387.3
PO-60842,Vendor_38183,Item_85452,5871.17,36,211362.12
PO-96563,Vendor_47071,Item_33103,4628.25,18,83308.5
PO-62896,Vendor_10969,Item_73156,3729.59,7,26107.13
PO-89268,Vendor_10319,Item_50696,2917.16,11,32088.76
PO-80555,Vendor_27651,Item_98351,699.27,7,4894.89
PO-55019,Vendor_84102,Item_35231,6322.58,92,581677.36
PO-99885,Vendor_61216,Item_23997,253.83,99,25129.17
PO-88464,Vendor_94640,Item_69093,3944.73,1,3944.73
PO-21393,Vendor_48144,Item_86028,3194.88,83,265175.04
PO-38509,Vendor_80515,Item_27638,4384.13,77,337578.01
PO-36210,Vendor_73675,Item_25682,7796.76,37,288480.12
PO-30005,Vendor_44560,Item_86763,355.76,9,3201.84
PO-86034,Vendor_92850,Item_93858,6075.25,62,376665.5
PO-22528,Vendor_22511,Item_24026,8267.69,45,372046.05
PO-49827,Vendor_27546,Item_74002,3945.54,24,94692.96
PO-73115,Vendor_60261,Item_14779,2011.72,17,34199.24
PO-98112,Vendor_80175,Item_98838,9515.48,12,114185.76
PO-73714,Vendor_38321,Item_35308,4625.79,15,69386.85
PO-68006,Vendor_72110,Item_15051,4318.82,54,233216.28
PO-87454,Vendor_71670,Item_61545,4602.55,89,409626.95
PO-17837,Vendor_35819,Item_18280,5569.44,86,478971.84
PO-73867,Vendor_13563,Item_27038,8636.48,97,837738.56
PO-20192,Vendor_42272,Item_15709,5847.11,42,245578.62
PO-80236,Vendor_12135,Item_74695,8124.75,37,300615.75
PO-28550,Vendor_90892,Item_83760,6874.39,38,261226.82
PO-24924,Vendor_22967,Item_98929,1968.82,52,102378.64
PO-65903,Vendor_89828,Item_41339,7736.65,60,464199.0
PO-87431,Vendor_38306,Item_87692,8643.76,35,302531.6
PO-78787,Vendor_46377,Item_76254,9811.73,64,627950.72
PO-97910,Vendor_80305,Item_50486,7739.72,22,170273.84
PO-44842,Vendor_57044,Item_22375,5989.55,6,35937.3
PO-83353,Vendor_73562,Item_74417,4783.19,56,267858.64
PO-41544,Vendor_71604,Item_29987,3601.01,62,223262.62
PO-75363,Vendor_11192,Item_75039,286.64,85,24364.4
PO-37508,Vendor_81236,Item_18667,2527.23,85,214814.55
PO-65590,Vendor_68762,Item_79559,9236.82,39,360235.98
PO-19422,Vendor_64707,Item_21113,7091.39,81,574402.59
PO-45074,Vendor_24600,Item_24937,7313.32,52,380292.64
PO-29371,Vendor_79481,Item_64822,1054.02,28,29512.56
PO-54292,Vendor_24104,Item_85175,6237.77,1,6237.77
PO-54553,Vendor_72418,Item_88050,4592.19,9,41329.71
PO-96038,Vendor_79756,Item_40675,3423.96,80,273916.8
PO-64962,Vendor_60166,Item_99339,7703.74,42,323557.08
PO-93497,Vendor_47540,Item_44980,165.37,42,6945.54
PO-40616,Vendor_59544,Item_14262,2093.32,20,41866.4
PO-65980,Vendor_87661,Item_49347,4039.4,61,246403.4
PO-80925,Vendor_85697,Item_23201,4213.33,51,214879.83
PO-15159,Vendor_14890,Item_61962,1660.84,63,104632.92
PO-97465,Vendor_66571,Item_18437,2717.38,41,111412.58
PO-74345,Vendor_72743,Item_55742,4443.58,38,168856.04
PO-62321,Vendor_76574,Item_53081,38.61,23,888.03
PO-81153,Vendor_69655,Item_76341,3902.09,85,331677.65
PO-98698,Vendor_33667,Item_84281,9965.33,66,657711.78
PO-15222,Vendor_75907,Item_42087,3372.34,49,165244.66
PO-34539,Vendor_63159,Item_70007,1839.77,52,95668.04
PO-58028,Vendor_98003,Item_16782,4968.27,25,124206.75
PO-78422,Vendor_51319,Item_80446,8134.63,70,569424.1
PO-47692,Vendor_94519,Item_22969,3296.36,83,273597.88
PO-48004,Vendor_30028,Item_44937,88.27,95,8385.65
PO-20659,Vendor_29984,Item_25185,5658.37,61,345160.57
PO-23559,Vendor_28161,Item_20734,4948.59,6,29691.54
PO-68716,Vendor_14124,Item_77982,2730.84,33,90117.72
PO-65729,Vendor_67115,Item_49096,754.81,37,27927.97
PO-36924,Vendor_91959,Item_61869,6362.15,43,273572.45
PO-95866,Vendor_91854,Item_66190,4468.72,56,250248.32
PO-40472,Vendor_87624,Item_45112,3432.49,35,120137.15
PO-43291,Vendor_59496,Item_14153,2434.59,81,197201.79
PO-59626,Vendor_76064,Item_84954,29.42,11,323.62
PO-85305,Vendor_60984,Item_21191,6970.28,6,41821.68
PO-66028,Vendor_88583,Item_26778,9684.22,83,803790.26
PO-53914,Vendor_71673,Item_21428,1255.26,44,55231.44
PO-63858,Vendor_30028,Item_33976,9436.35,68,641671.8
PO-86967,Vendor_80607,Item_21621,421.28,91,38336.48
PO-80527,Vendor_26419,Item_15842,1044.94,83,86730.02
PO-37871,Vendor_73636,Item_12143,1327.04,29,38484.16
PO-57669,Vendor_47140,Item_90780,930.85,85,79122.25
PO-70753,Vendor_47828,Item_75441,5542.16,17,94216.72
PO-16895,Vendor_95909,Item_94895,1744.78,53,92473.34
PO-73941,Vendor_97140,Item_53715,2569.48,51,131043.48
PO-26355,Vendor_61245,Item_12953,805.37,6,4832.22
PO-37485,Vendor_36087,Item_40335,6515.59,6,39093.54
PO-54313,Vendor_80896,Item_37764,8475.54,73,618714.42
PO-68402,Vendor_11344,Item_45288,341.73,78,26654.94
PO-38002,Vendor_48136,Item_48853,4850.9,93,451133.7
PO-90356,Vendor_70783,Item_70340,2620.75,65,170348.75
PO-95044,Vendor_29985,Item_77529,3777.73,91,343773.43
PO-45025,Vendor_54558,Item_16776,4037.58,32,129202.56
PO-93453,Vendor_73557,Item_92128,5218.4,67,349632.8
PO-68897,Vendor_52126,Item_72587,9784.32,7,68490.24
PO-44348,Vendor_21318,Item_89811,3860.3,27,104228.1
PO-26258,Vendor_83833,Item_14333,7036.54,44,309607.76
PO-35119,Vendor_69174,Item_12616,1343.12,7,9401.84
PO-75648,Vendor_96233,Item_15704,8632.4,95,820078.0
PO-18444,Vendor_85441,Item_23838,184.45,54,9960.3
PO-70634,Vendor_34200,Item_36345,8623.72,85,733016.2
PO-68572,Vendor_14847,Item_83568,4388.12,12,52657.44
PO-95274,Vendor_39179,Item_79060,2825.7,63,178019.1
PO-19730,Vendor_32983,Item_99060,2612.95,52,135873.4
PO-59807,Vendor_12061,Item_21875,8340.07,22,183481.54
PO-86306,Vendor_65376,Item_72471,6552.12,66,432439.92
PO-63667,Vendor_70996,Item_87248,147.83,6,886.98
PO-51805,Vendor_77833,Item_64028,2036.9,18,36664.2
PO-82805,Vendor_24953,Item_45534,2924.67,58,169630.86
PO-47020,Vendor_22388,Item_74371,2464.59,75,184844.25
PO-85965,Vendor_19753,Item_34269,8969.31,45,403618.95
PO-31989,Vendor_92593,Item_94020,7532.12,43,323881.16
PO-86341,Vendor_41099,Item_51699,8368.47,71,594161.37
PO-77325,Vendor_14500,Item_91657,8837.2,35,309302.0
PO-71450,Vendor_99418,Item_39410,9765.23,62,605444.26
PO-22729,Vendor_84136,Item_24263,8294.02,71,588875.42
PO-24133,Vendor_36870,Item_38043,3339.9,50,166995.0
PO-85321,Vendor_79617,Item_84869,996.2,75,74715.0
PO-30880,Vendor_44424,Item_74877,9834.89,18,177028.02
PO-62105,Vendor_11679,Item_81814,9510.72,78,741836.16
PO-44127,Vendor_73974,Item_76332,9615.46,63,605773.98
PO-69880,Vendor_20264,Item_30208,8656.05,40,346242.0
PO-21908,Vendor_11575,Item_96958,3293.98,86,283282.28
PO-78806,Vendor_55905,Item_31422,5924.59,14,82944.26
PO-79457,Vendor_71652,Item_78338,3384.55,69,233533.95
PO-18108,Vendor_24359,Item_51363,3757.76,74,278074.24
PO-20262,Vendor_31541,Item_99450,454.04,51,23156.04
PO-63488,Vendor_46451,Item_25009,7466.05,1,7466.05
PO-61907,Vendor_35707,Item_55868,5434.77,65,353260.05
PO-25859,Vendor_40210,Item_46716,6367.08,59,375657.72
PO-93374,Vendor_65988,Item_70216,4026.34,71,285870.14
PO-16694,Vendor_53765,Item_90355,3397.56,58,197058.48
PO-62340,Vendor_88285,Item_82413,5372.82,45,241776.9
PO-21383,Vendor_30830,Item_87594,1459.96,71,103657.16
PO-56070,Vendor_35753,Item_10210,4935.9,90,444231.0
PO-21150,Vendor_45226,Item_36618,5463.91,45,245875.95
PO-43959,Vendor_30421,Item_21735,3637.29,47,170952.63
PO-64249,Vendor_12640,Item_49392,923.11,94,86772.34
PO-45089,Vendor_60958,Item_50428,1990.61,60,119436.6
PO-37845,Vendor_35424,Item_35308,8492.37,88,747328.56
PO-29206,Vendor_73815,Item_93379,3970.1,91,361279.1
PO-75575,Vendor_84863,Item_37281,7136.0,55,392480.0
PO-44106,Vendor_22982,Item_40842,6637.29,82,544257.78
PO-82136,Vendor_73140,Item_81329,2083.55,46,95843.3
PO-29716,Vendor_28791,Item_33847,7332.92,38,278650.96
PO-49905,Vendor_32012,Item_37026,5638.88,8,45111.04
PO-15721,Vendor_29059,Item_12181,3434.06,82,281592.92
PO-90217,Vendor_89273,Item_72289,9444.35,82,774436.7
PO-64686,Vendor_54838,Item_62442,4549.42,51,232020.42
PO-46901,Vendor_20952,Item_96766,5787.3,2,11574.6
PO-26630,Vendor_75229,Item_21319,154.7,80,12376.0
PO-47576,Vendor_69425,Item_17852,6008.17,43,258351.31
PO-90009,Vendor_45796,Item_50969,3511.08,32,112354.56
PO-36776,Vendor_14621,Item_21289,2742.8,48,131654.4
PO-40297,Vendor_40749,Item_86963,258.88,63,16309.44
PO-16455,Vendor_78751,Item_83002,8931.05,79,705552.95
PO-43643,Vendor_33835,Item_51313,1974.97,36,71098.92
PO-63431,Vendor_33293,Item_57978,6385.17,23,146858.91
PO-93339,Vendor_74292,Item_45413,7308.91,47,343518.77
PO-42131,Vendor_84357,Item_63367,4294.5,20,85890.0
PO-15739,Vendor_58958,Item_24139,9420.23,94,885501.62
PO-57685,Vendor_64989,Item_98074,145.9,85,12401.5
PO-85612,Vendor_13200,Item_54658,2932.36,2,5864.72
PO-82257,Vendor_85528,Item_17027,9858.72,27,266185.44
PO-65029,Vendor_23465,Item_92563,5384.28,71,382283.88
PO-48138,Vendor_29476,Item_24573,1273.87,92,117196.04
PO-23416,Vendor_55116,Item_58785,71.06,54,3837.24
PO-31537,Vendor_87704,Item_37469,3692.18,87,321219.66
PO-32983,Vendor_68894,Item_47821,9726.26,45,437681.7
PO-58664,Vendor_44908,Item_67540,7509.82,55,413040.1
PO-36757,Vendor_53671,Item_53534,9016.01,83,748328.83
PO-84153,Vendor_90440,Item_16543,9928.01,92,913376.92
PO-63156,Vendor_66870,Item_88990,5162.5,29,149712.5
PO-30171,Vendor_26955,Item_81855,9944.07,5,49720.35
PO-50258,Vendor_32573,Item_33770,5793.34,67,388153.78
PO-22244,Vendor_62411,Item_37233,9210.01,95,874950.95
PO-71911,Vendor_60192,Item_13935,9014.68,35,315513.8
PO-63989,Vendor_41501,Item_36599,4103.66,43,176457.38
PO-90392,Vendor_28327,Item_78319,4976.04,11,54736.44
PO-31206,Vendor_96569,Item_13950,7208.43,80,576674.4
PO-71563,Vendor_80094,Item_13872,6800.2,20,136004.0
PO-73229,Vendor_88488,Item_76302,3076.22,83,255326.26
PO-12278,Vendor_93320,Item_63058,8296.99,93,771620.07
PO-80473,Vendor_24304,Item_81023,9170.62,7,64194.34
PO-67367,Vendor_42743,Item_94216,8364.48,77,644064.96
PO-68775,Vendor_51632,Item_88532,5988.0,15,89820.0
PO-59698,Vendor_36028,Item_60388,2408.36,45,108376.2
PO-15987,Vendor_84152,Item_12550,3452.77,4,13811.08
PO-66374,Vendor_32435,Item_41377,2045.88,1,2045.88
PO-18307,Vendor_41307,Item_70199,6226.55,93,579069.15
PO-87930,Vendor_73460,Item_63770,6363.99,16,101823.84
PO-48655,Vendor_90666,Item_50379,4557.59,28,127612.52
PO-85532,Vendor_56735,Item_99347,8889.2,98,871141.6
PO-89358,Vendor_19308,Item_71645,7946.06,17,135083.02
PO-89577,Vendor_94229,Item_15979,2162.64,33,71367.12
PO-98738,Vendor_60879,Item_66438,3586.39,67,240288.13
PO-10493,Vendor_15508,Item_46558,234.52,4,938.08
PO-91525,Vendor_69405,Item_49497,167.66,82,13748.12
PO-20846,Vendor_68184,Item_68957,4809.59,21,101001.39
PO-22696,Vendor_58940,Item_35423,6710.21,3,20130.63
PO-40337,Vendor_65045,Item_16272,802.57,83,66613.31
PO-33148,Vendor_33880,Item_96632,7082.42,78,552428.76
PO-56599,Vendor_18447,Item_78297,2445.41,99,242095.59
PO-40216,Vendor_34890,Item_98374,4652.25,20,93045.0
PO-12588,Vendor_77160,Item_53575,9600.1,12,115201.2
PO-78464,Vendor_22968,Item_90651,3581.76,78,279377.28
PO-50439,Vendor_93477,Item_80265,1818.29,40,72731.6
PO-69882,Vendor_89617,Item_15418,2225.62,96,213659.52
PO-80997,Vendor_86291,Item_90354,9581.27,76,728176.52
PO-52873,Vendor_96442,Item_56916,6227.2,65,404768.0
PO-60961,Vendor_21078,Item_67525,3107.14,57,177106.98
PO-47892,Vendor_70001,Item_97512,7592.88,89,675766.32
PO-79329,Vendor_74463,Item_66352,7974.21,82,653885.22
PO-33241,Vendor_72864,Item_22873,2404.67,72,173136.24
PO-93750,Vendor_42041,Item_29530,9963.58,19,189308.02
PO-21652,Vendor_59749,Item_58733,6112.85,76,464576.6
PO-33754,Vendor_52785,Item_67129,1350.1,96,129609.6
PO-76280,Vendor_92922,Item_67109,8118.78,70,568314.6
PO-40079,Vendor_25137,Item_48804,8028.3,2,16056.6
PO-10120,Vendor_57198,Item_29269,5818.77,79,459682.83
PO-39521,Vendor_54539,Item_59882,3926.78,3,11780.34
PO-26646,Vendor_23268,Item_95001,8577.85,15,128667.75
PO-78508,Vendor_66174,Item_89201,6132.04,53,324998.12
PO-80248,Vendor_96237,Item_45379,6017.58,75,451318.5
PO-70709,Vendor_52724,Item_89144,4229.4,16,67670.4
PO-30735,Vendor_28898,Item_91703,363.86,44,16009.84
PO-37756,Vendor_18946,Item_25761,7224.84,68,491289.12
PO-86907,Vendor_80972,Item_41969,9805.24,94,921692.56
PO-40804,Vendor_26233,Item_28738,1370.2,94,128798.8
