Invoice Number,Vendor,PO Number,Invoice Date,Total Amount
INV-59535,Vendor_87656,PO-16107,"May 04, 2024",58613.82
INV-99903,Vendor_96519,PO-52860,"April 14, 2024",43255.52
INV-21788,Vendor_83954,PO-53983,"April 11, 2024",28006.2
INV-58267,Vendor_55334,PO-47479,"April 18, 2024",99133.03
INV-24126,Vendor_63798,PO-32822,"April 12, 2024",30281.52
INV-57916,Vendor_69513,PO-40982,"April 29, 2024",8378.14
INV-65985,Vendor_29529,PO-85839,"May 02, 2024",86429.73
INV-82531,Vendor_31906,PO-31609,"April 19, 2024",20172.28
INV-66512,Vendor_32999,PO-81839,"April 09, 2024",49505.5
INV-84604,Vendor_55583,PO-64094,"May 03, 2024",71500.73
INV-59369,Vendor_63743,PO-99285,"May 05, 2024",42322.7
INV-18599,Vendor_89970,PO-88888,"April 16, 2024",88314.08
INV-93595,Vendor_24313,PO-64829,"April 22, 2024",3069.07
INV-74368,Vendor_66599,PO-73263,"April 30, 2024",71616.5
INV-34496,Vendor_16960,PO-89772,"April 13, 2024",89681.34
INV-80195,Vendor_83270,PO-38702,"April 07, 2024",8431.73
INV-24020,Vendor_19990,PO-95645,"May 02, 2024",23359.19
INV-11914,Vendor_16412,PO-78678,"April 15, 2024",60344.14
INV-86855,Vendor_69294,PO-74663,"April 29, 2024",46821.3
INV-36906,Vendor_11049,PO-83250,"April 10, 2024",17400.36
INV-40802,Vendor_10356,PO-16263,"April 07, 2024",16229.63
INV-69159,Vendor_63401,PO-63577,"April 20, 2024",65565.98
INV-67005,Vendor_77419,PO-19615,"April 19, 2024",7427.31
INV-70165,Vendor_23838,PO-70177,"April 30, 2024",93281.66
INV-27455,Vendor_33136,PO-89547,"April 15, 2024",49468.06
INV-15794,Vendor_29976,PO-21186,"April 13, 2024",39482.0
INV-81577,Vendor_15814,PO-48050,"April 28, 2024",70990.32
INV-44474,Vendor_49748,PO-15543,"May 03, 2024",63132.39
INV-21837,Vendor_59407,PO-51195,"May 05, 2024",9857.51
INV-83922,Vendor_95673,PO-19389,"April 22, 2024",44004.59
INV-21489,Vendor_49954,PO-94869,"April 21, 2024",54701.65
INV-40670,Vendor_21222,PO-32914,"April 20, 2024",14322.27
INV-24110,Vendor_62031,PO-12985,"April 19, 2024",92926.63
INV-44431,Vendor_31466,PO-39327,"April 27, 2024",1007.2
INV-58187,Vendor_64141,PO-79527,"April 17, 2024",8038.23
INV-64043,Vendor_40642,PO-84561,"April 29, 2024",39384.59
INV-89283,Vendor_58822,PO-82720,"April 11, 2024",35088.56
INV-55954,Vendor_20567,PO-23645,"April 27, 2024",83523.03
INV-45730,Vendor_85995,PO-44486,"April 11, 2024",27778.76
INV-62268,Vendor_68747,PO-17678,"April 24, 2024",30145.83
INV-84192,Vendor_90631,PO-29546,"May 02, 2024",35864.95
INV-80423,Vendor_32428,PO-76252,"April 12, 2024",2770.76
INV-56153,Vendor_36422,PO-58217,"April 23, 2024",62501.48
INV-22993,Vendor_52824,PO-18380,"May 01, 2024",76610.39
INV-51785,Vendor_35069,PO-74747,"April 14, 2024",18325.47
INV-56384,Vendor_30581,PO-42553,"May 03, 2024",28160.13
INV-33870,Vendor_20503,PO-19282,"April 13, 2024",23953.89
INV-97671,Vendor_28345,PO-14547,"April 29, 2024",75327.44
INV-14427,Vendor_77460,PO-56529,"April 27, 2024",46000.23
INV-56575,Vendor_79204,PO-19156,"April 26, 2024",41784.47
INV-92292,Vendor_18422,PO-94465,"April 10, 2024",19661.9
INV-85099,Vendor_41190,PO-34333,"April 23, 2024",74098.44
INV-19723,Vendor_11987,PO-23217,"April 12, 2024",4221.12
INV-65107,Vendor_69314,PO-20218,"April 27, 2024",84432.68
INV-40102,Vendor_24226,PO-27721,"April 08, 2024",2079.32
INV-82080,Vendor_84970,PO-96586,"May 04, 2024",96118.61
INV-86162,Vendor_69062,PO-19197,"April 22, 2024",16812.26
INV-35673,Vendor_63903,PO-78567,"April 28, 2024",23427.61
INV-64128,Vendor_40068,PO-11495,"May 02, 2024",58602.97
INV-58837,Vendor_26249,PO-24271,"April 11, 2024",59297.55
INV-87155,Vendor_61387,PO-46095,"May 01, 2024",71347.64
INV-16652,Vendor_92314,PO-55966,"April 18, 2024",93366.33
INV-44933,Vendor_32288,PO-21065,"April 30, 2024",20354.41
INV-32802,Vendor_54233,PO-65651,"April 10, 2024",53450.09
INV-27219,Vendor_33034,PO-45923,"April 14, 2024",82109.77
INV-67532,Vendor_31914,PO-86483,"May 01, 2024",12912.16
INV-49444,Vendor_56527,PO-43138,"May 06, 2024",34440.2
INV-73062,Vendor_64138,PO-79099,"April 30, 2024",30883.0
INV-13685,Vendor_38709,PO-94385,"April 16, 2024",96713.1
INV-91093,Vendor_35680,PO-78535,"April 20, 2024",33516.88
INV-12986,Vendor_15488,PO-53127,"May 03, 2024",61314.74
INV-70811,Vendor_77109,PO-99481,"April 18, 2024",52168.49
INV-32884,Vendor_72192,PO-27044,"April 22, 2024",69717.29
INV-29615,Vendor_10167,PO-36239,"April 15, 2024",7192.6
INV-68919,Vendor_44427,PO-43362,"April 27, 2024",48653.65
INV-12851,Vendor_49239,PO-55698,"April 12, 2024",38304.31
INV-69374,Vendor_65694,PO-18701,"April 23, 2024",7097.04
INV-36359,Vendor_63054,PO-47666,"April 07, 2024",66253.5
INV-40392,Vendor_14262,PO-57385,"April 30, 2024",11517.01
INV-77574,Vendor_48084,PO-19081,"April 14, 2024",65510.07
INV-99801,Vendor_11795,PO-65223,"May 01, 2024",8037.6
INV-92133,Vendor_99981,PO-32691,"April 19, 2024",1772.31
INV-13235,Vendor_65971,PO-91386,"May 01, 2024",63503.73
INV-61488,Vendor_87278,PO-78858,"May 02, 2024",55049.37
INV-35427,Vendor_64724,PO-81152,"April 16, 2024",20036.65
INV-95424,Vendor_78217,PO-17489,"April 27, 2024",46951.41
INV-47312,Vendor_41925,PO-41286,"April 11, 2024",45957.65
INV-26272,Vendor_72999,PO-20484,"April 25, 2024",58498.29
INV-94987,Vendor_11024,PO-25607,"April 28, 2024",60985.27
INV-74502,Vendor_79437,PO-97306,"April 18, 2024",36584.83
INV-75583,Vendor_84160,PO-77289,"April 22, 2024",20920.87
INV-48977,Vendor_22831,PO-87016,"April 21, 2024",5241.16
INV-13535,Vendor_61175,PO-90743,"May 02, 2024",42365.07
INV-20325,Vendor_11444,PO-43546,"April 26, 2024",55526.64
INV-17764,Vendor_99848,PO-91654,"May 04, 2024",60553.02
INV-42763,Vendor_44305,PO-88977,"May 05, 2024",55086.59
INV-25793,Vendor_96987,PO-20079,"April 21, 2024",58157.18
INV-39226,Vendor_24701,PO-31440,"April 07, 2024",38970.53
INV-79382,Vendor_69718,PO-81222,"April 28, 2024",22056.39
INV-55254,Vendor_54401,PO-19242,"April 16, 2024",44775.02
INV-79627,Vendor_50573,PO-10480,"April 11, 2024",16619.49
INV-24476,Vendor_43271,PO-95497,"April 13, 2024",56154.53
INV-98632,Vendor_14913,PO-91356,"April 29, 2024",78919.3
INV-57819,Vendor_85316,PO-84642,"May 05, 2024",25243.31
INV-79409,Vendor_92336,PO-77638,"May 04, 2024",49838.34
INV-63438,Vendor_18782,PO-36568,"April 20, 2024",93430.95
INV-39026,Vendor_47156,PO-86062,"April 17, 2024",17817.99
INV-53601,Vendor_86097,PO-17563,"April 16, 2024",90126.7
INV-23978,Vendor_45774,PO-92475,"April 26, 2024",53866.91
INV-12459,Vendor_43087,PO-27391,"May 01, 2024",8843.09
INV-72070,Vendor_57505,PO-76383,"April 10, 2024",29467.78
INV-56632,Vendor_44631,PO-88825,"May 01, 2024",2184.56
INV-14866,Vendor_57339,PO-59632,"April 15, 2024",21061.16
INV-68448,Vendor_82435,PO-46816,"April 22, 2024",89706.07
INV-19509,Vendor_71985,PO-81627,"April 20, 2024",55461.97
INV-10796,Vendor_79548,PO-66048,"April 08, 2024",89183.94
INV-87550,Vendor_97134,PO-31497,"April 24, 2024",19755.26
INV-33446,Vendor_81047,PO-39264,"April 15, 2024",18576.25
INV-18959,Vendor_43687,PO-98421,"April 08, 2024",11847.15
INV-41736,Vendor_84554,PO-88845,"April 07, 2024",4605.94
INV-43285,Vendor_33278,PO-23296,"April 19, 2024",74081.6
INV-64382,Vendor_85722,PO-35401,"April 16, 2024",17425.03
INV-15669,Vendor_32496,PO-78309,"April 28, 2024",34520.25
INV-60514,Vendor_62197,PO-48028,"April 20, 2024",81746.29
INV-69248,Vendor_71731,PO-78129,"April 12, 2024",94007.2
INV-19231,Vendor_21521,PO-64767,"April 10, 2024",4310.14
INV-67588,Vendor_31431,PO-55492,"May 03, 2024",95239.82
INV-49387,Vendor_22215,PO-48704,"April 28, 2024",89005.31
INV-39732,Vendor_82366,PO-25884,"May 02, 2024",30468.05
INV-60399,Vendor_98670,PO-72136,"April 26, 2024",75399.9
INV-73577,Vendor_36600,PO-28921,"April 26, 2024",34092.76
INV-20165,Vendor_60302,PO-53964,"April 28, 2024",19521.48
INV-18410,Vendor_21168,PO-10450,"April 08, 2024",22550.9
INV-80095,Vendor_29650,PO-44774,"April 13, 2024",59467.44
INV-35348,Vendor_44631,PO-76106,"April 23, 2024",2694.98
INV-46506,Vendor_29965,PO-86313,"April 09, 2024",80623.98
INV-65081,Vendor_87142,PO-49069,"April 08, 2024",9586.16
INV-23447,Vendor_70421,PO-60290,"April 16, 2024",55778.63
INV-91466,Vendor_76190,PO-24379,"April 10, 2024",51595.97
INV-42287,Vendor_62507,PO-25370,"April 24, 2024",93500.94
INV-45705,Vendor_49325,PO-15730,"April 10, 2024",85793.4
INV-91170,Vendor_66057,PO-82173,"April 23, 2024",57761.54
INV-72695,Vendor_88950,PO-82228,"April 25, 2024",18263.72
INV-22435,Vendor_58752,PO-37370,"April 09, 2024",31430.29
INV-88720,Vendor_95085,PO-52462,"April 27, 2024",48196.12
INV-41089,Vendor_77710,PO-37939,"April 08, 2024",10000.14
INV-45084,Vendor_65177,PO-96760,"April 14, 2024",59864.0
INV-31118,Vendor_33382,PO-64461,"April 12, 2024",3183.46
INV-13696,Vendor_73363,PO-89456,"May 03, 2024",36735.93
INV-35288,Vendor_51418,PO-79140,"May 01, 2024",2696.14
INV-57842,Vendor_76814,PO-36758,"April 24, 2024",29289.43
INV-45101,Vendor_13838,PO-33629,"April 27, 2024",15308.1
INV-67680,Vendor_67658,PO-32540,"April 30, 2024",56113.28
INV-81397,Vendor_90074,PO-15307,"April 07, 2024",36867.42
INV-12793,Vendor_81467,PO-16872,"April 24, 2024",66152.04
INV-61418,Vendor_32831,PO-79501,"May 03, 2024",91400.72
INV-10552,Vendor_61394,PO-72469,"April 26, 2024",62534.36
INV-75250,Vendor_71331,PO-21480,"April 10, 2024",4132.77
INV-84130,Vendor_38798,PO-14747,"April 12, 2024",74037.72
INV-96669,Vendor_64987,PO-85781,"April 09, 2024",60153.77
INV-90519,Vendor_55098,PO-86970,"April 09, 2024",26246.77
INV-24244,Vendor_17540,PO-58376,"April 21, 2024",10557.0
INV-47940,Vendor_35095,PO-42983,"May 04, 2024",84768.24
INV-54031,Vendor_41238,PO-33522,"April 25, 2024",40644.02
INV-38743,Vendor_97343,PO-22435,"April 19, 2024",62789.71
INV-49606,Vendor_45849,PO-77073,"April 24, 2024",66152.49
INV-56079,Vendor_16841,PO-27213,"April 17, 2024",13943.72
INV-80770,Vendor_51435,PO-69778,"May 05, 2024",4985.28
INV-12093,Vendor_77638,PO-31633,"April 21, 2024",55236.57
INV-84948,Vendor_11366,PO-83804,"May 01, 2024",95602.64
INV-15464,Vendor_61519,PO-21400,"April 27, 2024",25926.91
INV-59700,Vendor_95444,PO-37930,"May 06, 2024",49080.35
INV-61376,Vendor_59570,PO-11809,"April 14, 2024",66358.25
INV-64620,Vendor_38453,PO-69741,"May 02, 2024",77850.65
INV-42951,Vendor_94697,PO-53910,"May 03, 2024",17868.14
INV-57072,Vendor_92652,PO-57794,"April 15, 2024",6391.5
INV-52277,Vendor_96762,PO-35966,"April 26, 2024",7622.02
INV-75327,Vendor_77592,PO-42649,"April 24, 2024",21743.62
INV-11280,Vendor_74143,PO-66096,"April 23, 2024",59956.69
INV-98277,Vendor_99029,PO-35515,"April 14, 2024",84095.7
INV-94571,Vendor_87388,PO-36655,"April 13, 2024",54337.63
INV-39616,Vendor_70454,PO-99092,"May 02, 2024",47720.3
INV-13597,Vendor_40334,PO-31524,"April 20, 2024",45022.95
INV-41230,Vendor_82004,PO-21806,"May 04, 2024",216.37
INV-13797,Vendor_43491,PO-92877,"May 03, 2024",75466.84
INV-36062,Vendor_37124,PO-23601,"April 28, 2024",45432.79
INV-81797,Vendor_45898,PO-28397,"April 11, 2024",58388.67
INV-13022,Vendor_81658,PO-89254,"April 14, 2024",35346.53
INV-47331,Vendor_72591,PO-30520,"May 05, 2024",68323.73
INV-58738,Vendor_31800,PO-17956,"April 21, 2024",17277.08
INV-15592,Vendor_39246,PO-11494,"April 30, 2024",37001.21
INV-61473,Vendor_55556,PO-85471,"May 05, 2024",78423.26
INV-14963,Vendor_92468,PO-47760,"April 27, 2024",91376.15
INV-40743,Vendor_88047,PO-73195,"April 25, 2024",97057.95
INV-42123,Vendor_57369,PO-31732,"April 18, 2024",82073.86
INV-24974,Vendor_28079,PO-20277,"April 15, 2024",79402.44
INV-54427,Vendor_64210,PO-98464,"April 11, 2024",16166.46
INV-99237,Vendor_69800,PO-10889,"April 16, 2024",35048.93
INV-94176,Vendor_29578,PO-75996,"April 13, 2024",87623.68
INV-99378,Vendor_98304,PO-30104,"May 01, 2024",14995.39
INV-42708,Vendor_64093,PO-57985,"April 18, 2024",19179.04
INV-77596,Vendor_45613,PO-98365,"May 06, 2024",33340.35
INV-58599,Vendor_39102,PO-50728,"April 26, 2024",16832.93
INV-52370,Vendor_77623,PO-99692,"April 13, 2024",42402.57
INV-55922,Vendor_88863,PO-12564,"April 16, 2024",7766.69
INV-61315,Vendor_39532,PO-85021,"April 19, 2024",6334.38
INV-23640,Vendor_72298,PO-23320,"May 05, 2024",36025.02
INV-92519,Vendor_50367,PO-30324,"April 23, 2024",31386.16
INV-67818,Vendor_88362,PO-84688,"April 10, 2024",24807.17
INV-60470,Vendor_31105,PO-98391,"April 17, 2024",27810.74
INV-21052,Vendor_45667,PO-62485,"April 14, 2024",63618.85
INV-54400,Vendor_22911,PO-51797,"April 20, 2024",64905.7
INV-15221,Vendor_50622,PO-90545,"May 01, 2024",80598.47
INV-10285,Vendor_47695,PO-41299,"April 21, 2024",38241.05
INV-83328,Vendor_49991,PO-90856,"April 19, 2024",50252.97
INV-59052,Vendor_14035,PO-15581,"May 01, 2024",1987.88
INV-72509,Vendor_81103,PO-62254,"April 22, 2024",84654.2
INV-46866,Vendor_82052,PO-49378,"April 09, 2024",58847.61
INV-65524,Vendor_63862,PO-48198,"May 02, 2024",91397.21
INV-60347,Vendor_65895,PO-96711,"May 04, 2024",58415.15
INV-88786,Vendor_39286,PO-72204,"May 05, 2024",56659.62
INV-93773,Vendor_33409,PO-88551,"April 22, 2024",40476.46
INV-63443,Vendor_91657,PO-63644,"April 09, 2024",12531.26
INV-76757,Vendor_16400,PO-58244,"May 04, 2024",90073.78
INV-43825,Vendor_86772,PO-70484,"May 02, 2024",35031.58
INV-65075,Vendor_42056,PO-56206,"May 01, 2024",11648.77
INV-61720,Vendor_30189,PO-49621,"April 27, 2024",67867.45
INV-10281,Vendor_45215,PO-22278,"April 24, 2024",75716.9
INV-78064,Vendor_51245,PO-79593,"May 06, 2024",78750.83
INV-31994,Vendor_79060,PO-16286,"April 23, 2024",58072.67
INV-84258,Vendor_77508,PO-30262,"May 01, 2024",70427.99
INV-58397,Vendor_24063,PO-22061,"April 09, 2024",13058.16
INV-50091,Vendor_84053,PO-51521,"April 08, 2024",43987.7
INV-98259,Vendor_43560,PO-93715,"April 12, 2024",35175.05
INV-79468,Vendor_82382,PO-78211,"May 05, 2024",13090.08
INV-67523,Vendor_75850,PO-31519,"April 18, 2024",31364.92
INV-41319,Vendor_84050,PO-76897,"April 12, 2024",5287.31
INV-63692,Vendor_93618,PO-71569,"April 28, 2024",56840.59
INV-35512,Vendor_55724,PO-77812,"April 28, 2024",32052.72
INV-30217,Vendor_84567,PO-58541,"May 04, 2024",12337.62
INV-79397,Vendor_26179,PO-99790,"April 29, 2024",90422.51
INV-63157,Vendor_38451,PO-40685,"April 09, 2024",24275.37
INV-81500,Vendor_41486,PO-91139,"May 04, 2024",95540.46
INV-20256,Vendor_96155,PO-53186,"April 14, 2024",85162.78
INV-11870,Vendor_37663,PO-88602,"April 24, 2024",60382.95
INV-45370,Vendor_58984,PO-79024,"April 12, 2024",5782.87
INV-48981,Vendor_68573,PO-99786,"May 04, 2024",24759.59
INV-23994,Vendor_29486,PO-48670,"April 16, 2024",1788.36
INV-13336,Vendor_73270,PO-68859,"May 04, 2024",50983.8
INV-16043,Vendor_92685,PO-32088,"April 21, 2024",44011.14
INV-98305,Vendor_82348,PO-91299,"April 10, 2024",53780.88
INV-55743,Vendor_46791,PO-45897,"April 10, 2024",73791.45
INV-80285,Vendor_88266,PO-38716,"May 02, 2024",69118.6
INV-10237,Vendor_80026,PO-84425,"April 07, 2024",31048.35
INV-79031,Vendor_67449,PO-40275,"April 19, 2024",52442.31
INV-90326,Vendor_58264,PO-82318,"April 16, 2024",77872.68
INV-39416,Vendor_75807,PO-90811,"April 12, 2024",73526.86
INV-28211,Vendor_74925,PO-28831,"April 16, 2024",16074.01
INV-58549,Vendor_45938,PO-34046,"April 25, 2024",59101.98
INV-64984,Vendor_21925,PO-66980,"April 30, 2024",29827.82
INV-69844,Vendor_24785,PO-82037,"April 26, 2024",1724.27
INV-46071,Vendor_57256,PO-73621,"April 26, 2024",58944.22
INV-16757,Vendor_71258,PO-35348,"April 27, 2024",21596.59
INV-65708,Vendor_65436,PO-42886,"May 03, 2024",60460.12
INV-32457,Vendor_85381,PO-55132,"May 03, 2024",84415.63
INV-42189,Vendor_89154,PO-49322,"April 22, 2024",26553.06
INV-29079,Vendor_98815,PO-41206,"April 18, 2024",32847.66
INV-93588,Vendor_58668,PO-30962,"April 11, 2024",9379.33
INV-92430,Vendor_93236,PO-40929,"April 14, 2024",75276.31
INV-76565,Vendor_24081,PO-85796,"April 28, 2024",37316.54
INV-66126,Vendor_52523,PO-56901,"April 26, 2024",56693.34
INV-50739,Vendor_44363,PO-22605,"April 29, 2024",68407.45
INV-73077,Vendor_97913,PO-73398,"April 18, 2024",14712.24
INV-84797,Vendor_89535,PO-18207,"April 22, 2024",66356.45
INV-91919,Vendor_59404,PO-83362,"May 01, 2024",80830.36
INV-62736,Vendor_18679,PO-69626,"April 17, 2024",6560.36
INV-55599,Vendor_28077,PO-63216,"May 05, 2024",10774.55
INV-49256,Vendor_78246,PO-12052,"April 18, 2024",79732.45
INV-93361,Vendor_11235,PO-49769,"May 01, 2024",53345.51
INV-38980,Vendor_12704,PO-28745,"April 12, 2024",24970.05
INV-69997,Vendor_22520,PO-85145,"May 01, 2024",27696.77
INV-96750,Vendor_11355,PO-24304,"April 16, 2024",81934.99
INV-40989,Vendor_47267,PO-13354,"April 14, 2024",6002.85
INV-23532,Vendor_39930,PO-20673,"April 15, 2024",99014.13
INV-95366,Vendor_94297,PO-42247,"April 13, 2024",88325.04
INV-16100,Vendor_76695,PO-91587,"May 04, 2024",56874.52
INV-43417,Vendor_70871,PO-42868,"May 05, 2024",2102.57
INV-47991,Vendor_39022,PO-68183,"April 15, 2024",10542.29
INV-27927,Vendor_63152,PO-35097,"April 20, 2024",21530.33
INV-40480,Vendor_12048,PO-52653,"April 22, 2024",27537.58
INV-39745,Vendor_48062,PO-18475,"April 27, 2024",94501.98
INV-61187,Vendor_28358,PO-29844,"April 17, 2024",6741.63
INV-16103,Vendor_27853,PO-95173,"April 22, 2024",10782.86
INV-84754,Vendor_65477,PO-68200,"April 25, 2024",7542.9
INV-57894,Vendor_57609,PO-89031,"May 03, 2024",57036.07
INV-12050,Vendor_74720,PO-35468,"April 08, 2024",54131.54
INV-63161,Vendor_92382,PO-72625,"April 14, 2024",91434.76
INV-55076,Vendor_66006,PO-65361,"April 12, 2024",42186.11
INV-79172,Vendor_48734,PO-47718,"April 25, 2024",39556.68
INV-13688,Vendor_83088,PO-53010,"April 24, 2024",56499.99
INV-65411,Vendor_68885,PO-27659,"May 04, 2024",91880.87
INV-55453,Vendor_74624,PO-12669,"April 22, 2024",96283.38
INV-37566,Vendor_45812,PO-88039,"May 04, 2024",93852.05
INV-67140,Vendor_13747,PO-83695,"April 11, 2024",88781.04
INV-52234,Vendor_68499,PO-98244,"April 24, 2024",45647.62
INV-79901,Vendor_94578,PO-24612,"April 25, 2024",50892.29
INV-14531,Vendor_74693,PO-83500,"April 25, 2024",75239.1
INV-83271,Vendor_93009,PO-70561,"April 29, 2024",18670.09
INV-16450,Vendor_79080,PO-12855,"April 08, 2024",10073.8
INV-75787,Vendor_29034,PO-75908,"April 18, 2024",11068.97
INV-62146,Vendor_90631,PO-51724,"April 09, 2024",13568.96
INV-21479,Vendor_69463,PO-53277,"April 24, 2024",31498.19
INV-74688,Vendor_76080,PO-29629,"April 08, 2024",22778.11
INV-12222,Vendor_76321,PO-14995,"April 10, 2024",13359.15
INV-20167,Vendor_30187,PO-55599,"April 25, 2024",83627.84
INV-91013,Vendor_42999,PO-15872,"April 11, 2024",83734.31
INV-38069,Vendor_83466,PO-51008,"April 22, 2024",21690.14
INV-91267,Vendor_31641,PO-71490,"May 04, 2024",64801.9
INV-16382,Vendor_22983,PO-76520,"May 04, 2024",55812.34
INV-36016,Vendor_66843,PO-46943,"April 17, 2024",10378.71
INV-86343,Vendor_78427,PO-32083,"May 02, 2024",58668.76
INV-37758,Vendor_82631,PO-33371,"May 05, 2024",37306.87
INV-50119,Vendor_53779,PO-89125,"April 16, 2024",30818.06
INV-33962,Vendor_42019,PO-73132,"April 24, 2024",43253.85
INV-72188,Vendor_97380,PO-96950,"April 17, 2024",60084.58
INV-51972,Vendor_96195,PO-86292,"April 19, 2024",31894.68
INV-48264,Vendor_19897,PO-74044,"April 20, 2024",52492.06
INV-19216,Vendor_94825,PO-22525,"April 18, 2024",68483.02
INV-25467,Vendor_90147,PO-74377,"April 19, 2024",47671.24
INV-45767,Vendor_24776,PO-40190,"April 15, 2024",96531.19
INV-24696,Vendor_45184,PO-94955,"April 26, 2024",59970.16
INV-32033,Vendor_77643,PO-91008,"April 18, 2024",11739.5
INV-21670,Vendor_57849,PO-76193,"May 05, 2024",82996.7
INV-66460,Vendor_41945,PO-46785,"April 10, 2024",82276.6
INV-55682,Vendor_66049,PO-16888,"April 07, 2024",87745.55
INV-40982,Vendor_47819,PO-19438,"April 10, 2024",37903.13
INV-92252,Vendor_36960,PO-40232,"April 09, 2024",90335.48
INV-77887,Vendor_72708,PO-28191,"April 11, 2024",78499.6
INV-97160,Vendor_67095,PO-84892,"April 11, 2024",66869.45
INV-75964,Vendor_46406,PO-53984,"April 07, 2024",69305.73
INV-53495,Vendor_27007,PO-38873,"April 21, 2024",65000.21
INV-97568,Vendor_83532,PO-86104,"April 14, 2024",9569.24
INV-15508,Vendor_85884,PO-16395,"April 27, 2024",87077.08
INV-30668,Vendor_11954,PO-14686,"May 02, 2024",8664.69
INV-84078,Vendor_66373,PO-46110,"May 02, 2024",72619.68
INV-29633,Vendor_60275,PO-48484,"April 25, 2024",70231.71
INV-45066,Vendor_25059,PO-68834,"April 29, 2024",5465.97
INV-69927,Vendor_43258,PO-31540,"April 10, 2024",53298.77
INV-90893,Vendor_95404,PO-92816,"April 12, 2024",65328.02
INV-74584,Vendor_74821,PO-39627,"April 14, 2024",42655.93
INV-48463,Vendor_30329,PO-70282,"April 18, 2024",96905.37
INV-82818,Vendor_24504,PO-60901,"April 25, 2024",92785.19
INV-36504,Vendor_76696,PO-32434,"April 13, 2024",67280.3
INV-93893,Vendor_15553,PO-46610,"April 26, 2024",71923.71
INV-39690,Vendor_26128,PO-46752,"April 26, 2024",14381.86
INV-33693,Vendor_93382,PO-33124,"May 06, 2024",90454.99
INV-10091,Vendor_30858,PO-77400,"April 09, 2024",22641.18
INV-98713,Vendor_96694,PO-37219,"April 22, 2024",90028.89
INV-86080,Vendor_33097,PO-54446,"April 08, 2024",67240.85
INV-56878,Vendor_94462,PO-20759,"May 06, 2024",89022.55
INV-88789,Vendor_61967,PO-21489,"April 10, 2024",8823.26
INV-53484,Vendor_94105,PO-73580,"April 24, 2024",24538.51
INV-83717,Vendor_24813,PO-40063,"April 30, 2024",19608.79
INV-35253,Vendor_42171,PO-40912,"April 09, 2024",48589.23
INV-24712,Vendor_76244,PO-21959,"April 28, 2024",52387.11
INV-33434,Vendor_30520,PO-56691,"April 28, 2024",33498.81
INV-21953,Vendor_80341,PO-93066,"April 07, 2024",5145.43
INV-35831,Vendor_82588,PO-60162,"April 30, 2024",63443.32
INV-39918,Vendor_54390,PO-67563,"April 11, 2024",78503.04
INV-81211,Vendor_15547,PO-90441,"April 11, 2024",29745.25
INV-70203,Vendor_15261,PO-95826,"April 23, 2024",28709.01
INV-14950,Vendor_74639,PO-65131,"April 30, 2024",45944.23
INV-61699,Vendor_41949,PO-94067,"April 30, 2024",47108.24
INV-37587,Vendor_77010,PO-93616,"April 07, 2024",63289.36
INV-16198,Vendor_98262,PO-13736,"April 15, 2024",30538.27
INV-15006,Vendor_77265,PO-45230,"April 27, 2024",63773.61
INV-32393,Vendor_66712,PO-16542,"April 25, 2024",24867.43
INV-66337,Vendor_92386,PO-51106,"April 18, 2024",11172.43
INV-63915,Vendor_56247,PO-81225,"April 23, 2024",7773.6
INV-89381,Vendor_83054,PO-82718,"April 18, 2024",27435.76
INV-55706,Vendor_58900,PO-51179,"April 20, 2024",3175.34
INV-44693,Vendor_61712,PO-22579,"April 12, 2024",88609.98
INV-17800,Vendor_40217,PO-45748,"April 13, 2024",87446.01
INV-14320,Vendor_33202,PO-51769,"April 09, 2024",3852.6
INV-74726,Vendor_48741,PO-63684,"April 18, 2024",57594.88
INV-44038,Vendor_27435,PO-86104,"April 17, 2024",66542.16
INV-88953,Vendor_49304,PO-83550,"April 07, 2024",11501.53
INV-28697,Vendor_79221,PO-40402,"April 08, 2024",44836.18
INV-93859,Vendor_77660,PO-69621,"April 28, 2024",90330.24
INV-63282,Vendor_97795,PO-88619,"May 01, 2024",53149.86
INV-31623,Vendor_74452,PO-35583,"May 04, 2024",90631.0
INV-59643,Vendor_53195,PO-75377,"April 23, 2024",18987.01
INV-90228,Vendor_24924,PO-19253,"May 04, 2024",60256.85
INV-39045,Vendor_60638,PO-98101,"April 12, 2024",42636.83
INV-55577,Vendor_26723,PO-10946,"May 05, 2024",88001.46
INV-45853,Vendor_46461,PO-33816,"April 11, 2024",3862.72
INV-29865,Vendor_23595,PO-20429,"April 23, 2024",85081.05
INV-20777,Vendor_16899,PO-71595,"April 19, 2024",24837.98
INV-88237,Vendor_83270,PO-61758,"April 19, 2024",70028.59
INV-15692,Vendor_28423,PO-68457,"April 26, 2024",77254.85
INV-88951,Vendor_45837,PO-27438,"April 19, 2024",83055.09
INV-80837,Vendor_47717,PO-72625,"April 30, 2024",66846.43
INV-74401,Vendor_64640,PO-28332,"April 17, 2024",46481.0
INV-93644,Vendor_52145,PO-29043,"April 13, 2024",26392.25
INV-50416,Vendor_99565,PO-65174,"April 23, 2024",60280.27
INV-18943,Vendor_30644,PO-61469,"April 26, 2024",84079.92
INV-59256,Vendor_32816,PO-87967,"April 15, 2024",62758.6
INV-52994,Vendor_31878,PO-24567,"May 02, 2024",6350.5
INV-22188,Vendor_26945,PO-47269,"April 11, 2024",28681.3
INV-70719,Vendor_79041,PO-79908,"April 30, 2024",67070.15
