Employee,Department,Item,Budget Code,Delivery Date
Employee_26105,Finance,Item_27260,Fin-54629,"April 17, 2024"
Employee_98502,HR,Item_16590,HR-43664,"May 02, 2024"
Employee_73922,HR,Item_97944,HR-52721,"April 18, 2024"
Employee_43527,HR,Item_41567,HR-13445,"May 01, 2024"
Employee_91133,Sales,Item_52715,Sal-38771,"April 11, 2024"
Employee_78775,R&D,Item_26290,R&D-37903,"April 27, 2024"
Employee_97189,Operations,Item_28970,Ope-21465,"April 15, 2024"
Employee_15096,IT,Item_90218,IT-88673,"April 12, 2024"
Employee_29299,Operations,Item_10574,Ope-42187,"April 17, 2024"
Employee_27427,IT,Item_40314,IT-48096,"April 08, 2024"
Employee_43264,Finance,Item_17025,Fin-88445,"April 11, 2024"
Employee_24215,IT,Item_29148,IT-48101,"April 23, 2024"
Employee_69120,Marketing,Item_77796,Mar-10954,"April 07, 2024"
Employee_26924,HR,Item_85144,HR-83209,"April 24, 2024"
Employee_37954,HR,Item_38706,HR-50987,"April 12, 2024"
Employee_76176,R&D,Item_72703,R&D-30754,"May 03, 2024"
Employee_77974,HR,Item_97362,HR-27268,"April 30, 2024"
Employee_50184,R&D,Item_21857,R&D-53258,"May 01, 2024"
Employee_70461,Sales,Item_97578,Sal-33594,"April 20, 2024"
Employee_98524,Sales,Item_15904,Sal-73768,"April 11, 2024"
Employee_32482,Sales,Item_52675,Sal-80297,"April 25, 2024"
Employee_11639,Sales,Item_71684,Sal-66150,"April 11, 2024"
Employee_98741,IT,Item_93153,IT-31664,"April 27, 2024"
Employee_17773,Marketing,Item_24962,Mar-68580,"April 27, 2024"
Employee_17678,Marketing,Item_61771,Mar-49753,"May 05, 2024"
Employee_52544,Finance,Item_23965,Fin-89888,"April 25, 2024"
Employee_81433,Sales,Item_19579,Sal-81023,"April 25, 2024"
Employee_99571,R&D,Item_72397,R&D-52415,"April 14, 2024"
Employee_44948,R&D,Item_46188,R&D-20767,"May 02, 2024"
Employee_56920,Sales,Item_37613,Sal-37422,"April 17, 2024"
Employee_27238,Marketing,Item_27038,Mar-64568,"April 28, 2024"
Employee_83799,Operations,Item_29781,Ope-88676,"April 19, 2024"
Employee_90173,HR,Item_64952,HR-77082,"April 15, 2024"
Employee_33357,Sales,Item_95009,Sal-89329,"April 08, 2024"
Employee_59961,Marketing,Item_48740,Mar-69640,"April 29, 2024"
Employee_62102,Finance,Item_48815,Fin-29965,"April 18, 2024"
Employee_40634,IT,Item_92466,IT-48494,"April 20, 2024"
Employee_32961,HR,Item_99638,HR-86269,"April 12, 2024"
Employee_48709,Operations,Item_62134,Ope-17848,"April 23, 2024"
Employee_51832,Operations,Item_84005,Ope-82160,"April 22, 2024"
Employee_57606,HR,Item_97151,HR-18792,"April 22, 2024"
Employee_16766,Sales,Item_67372,Sal-99803,"April 17, 2024"
Employee_96408,Sales,Item_60892,Sal-80769,"April 22, 2024"
Employee_91368,Operations,Item_44585,Ope-66296,"April 13, 2024"
Employee_18135,Finance,Item_10098,Fin-14332,"April 20, 2024"
Employee_23498,Marketing,Item_49132,Mar-19051,"April 28, 2024"
Employee_70709,Operations,Item_70408,Ope-69195,"April 07, 2024"
Employee_38788,HR,Item_11474,HR-94973,"April 25, 2024"
Employee_32381,HR,Item_87221,HR-26566,"May 03, 2024"
Employee_60724,IT,Item_53186,IT-27677,"April 12, 2024"
Employee_43975,R&D,Item_68695,R&D-46845,"May 03, 2024"
Employee_74739,Finance,Item_77270,Fin-68646,"April 22, 2024"
Employee_99879,R&D,Item_22394,R&D-20299,"April 21, 2024"
Employee_89657,Sales,Item_81173,Sal-94269,"April 10, 2024"
Employee_68449,Operations,Item_85066,Ope-93500,"April 26, 2024"
Employee_82748,Operations,Item_44908,Ope-50028,"April 24, 2024"
Employee_20990,Finance,Item_67282,Fin-46877,"May 03, 2024"
Employee_30552,Sales,Item_31940,Sal-89019,"April 30, 2024"
Employee_46493,Marketing,Item_55766,Mar-37460,"April 14, 2024"
Employee_42989,Marketing,Item_90496,Mar-33327,"April 12, 2024"
Employee_13338,Finance,Item_70899,Fin-75382,"April 26, 2024"
Employee_91517,Finance,Item_28037,Fin-66594,"April 13, 2024"
Employee_67530,Finance,Item_34130,Fin-62381,"April 14, 2024"
Employee_34392,R&D,Item_71910,R&D-43418,"April 12, 2024"
Employee_86635,Operations,Item_20428,Ope-83093,"April 23, 2024"
Employee_18841,IT,Item_29415,IT-86204,"May 03, 2024"
Employee_44797,Finance,Item_80516,Fin-83767,"April 16, 2024"
Employee_45108,IT,Item_91096,IT-10361,"April 09, 2024"
Employee_13680,Finance,Item_85336,Fin-68871,"May 05, 2024"
Employee_70753,Sales,Item_46328,Sal-33565,"April 23, 2024"
Employee_67088,Marketing,Item_43712,Mar-92726,"April 10, 2024"
Employee_30865,Finance,Item_32563,Fin-68006,"April 22, 2024"
Employee_66493,Finance,Item_43911,Fin-76908,"April 22, 2024"
Employee_49453,IT,Item_38618,IT-16073,"April 29, 2024"
Employee_69401,IT,Item_24733,IT-13391,"April 25, 2024"
Employee_89654,HR,Item_60635,HR-90885,"May 04, 2024"
Employee_77644,Marketing,Item_89009,Mar-95444,"April 13, 2024"
Employee_16430,IT,Item_95816,IT-60099,"April 30, 2024"
Employee_78318,Sales,Item_43935,Sal-41754,"April 24, 2024"
Employee_81741,IT,Item_12734,IT-97655,"April 12, 2024"
Employee_83353,Operations,Item_32938,Ope-70303,"May 05, 2024"
Employee_38389,Finance,Item_22754,Fin-99558,"April 29, 2024"
Employee_50393,Marketing,Item_32389,Mar-58904,"April 13, 2024"
Employee_42133,IT,Item_20544,IT-56123,"April 14, 2024"
Employee_92002,Finance,Item_81909,Fin-88972,"April 17, 2024"
Employee_25188,HR,Item_11552,HR-97566,"April 14, 2024"
Employee_10126,Operations,Item_80002,Ope-35462,"April 20, 2024"
Employee_61317,Marketing,Item_68966,Mar-20896,"April 14, 2024"
Employee_41837,Operations,Item_34710,Ope-25035,"May 02, 2024"
Employee_10155,Finance,Item_12734,Fin-37813,"April 15, 2024"
Employee_18012,R&D,Item_61983,R&D-32715,"April 21, 2024"
Employee_22952,Sales,Item_27011,Sal-46468,"April 09, 2024"
Employee_25980,Operations,Item_68081,Ope-53785,"May 05, 2024"
Employee_13694,Marketing,Item_95818,Mar-81904,"April 20, 2024"
Employee_12894,Sales,Item_18765,Sal-38939,"April 18, 2024"
Employee_28666,Finance,Item_91895,Fin-64138,"April 12, 2024"
Employee_53809,Finance,Item_48733,Fin-72149,"April 25, 2024"
Employee_74691,Operations,Item_68973,Ope-92164,"April 28, 2024"
Employee_60308,Finance,Item_86083,Fin-16921,"April 14, 2024"
Employee_88717,Sales,Item_92358,Sal-24069,"April 11, 2024"
Employee_35817,Operations,Item_70653,Ope-37932,"April 13, 2024"
Employee_57616,Operations,Item_27584,Ope-61546,"April 27, 2024"
Employee_98374,Marketing,Item_59784,Mar-31927,"April 20, 2024"
Employee_82339,Finance,Item_92484,Fin-10009,"April 28, 2024"
Employee_19475,Marketing,Item_98485,Mar-73929,"April 24, 2024"
Employee_77662,Marketing,Item_43668,Mar-48863,"April 30, 2024"
Employee_54896,Finance,Item_38781,Fin-91396,"April 19, 2024"
Employee_23170,R&D,Item_34951,R&D-83274,"April 23, 2024"
Employee_63409,IT,Item_15168,IT-87726,"May 05, 2024"
Employee_42622,IT,Item_22818,IT-18299,"April 17, 2024"
Employee_68654,R&D,Item_90863,R&D-22608,"April 08, 2024"
Employee_51978,Marketing,Item_15968,Mar-54906,"April 28, 2024"
Employee_47117,HR,Item_29398,HR-60418,"April 26, 2024"
Employee_49999,Sales,Item_27420,Sal-71948,"April 07, 2024"
Employee_41253,Operations,Item_88667,Ope-84531,"April 27, 2024"
Employee_89723,R&D,Item_19077,R&D-16715,"April 10, 2024"
Employee_52074,Marketing,Item_14305,Mar-90630,"May 03, 2024"
Employee_94762,HR,Item_83839,HR-80768,"April 28, 2024"
Employee_61853,Operations,Item_29086,Ope-57419,"April 21, 2024"
Employee_24435,R&D,Item_99596,R&D-41470,"April 23, 2024"
Employee_41821,R&D,Item_78888,R&D-17221,"May 01, 2024"
Employee_38635,Finance,Item_30361,Fin-17508,"April 10, 2024"
Employee_89911,Sales,Item_41390,Sal-61849,"April 30, 2024"
Employee_57061,Marketing,Item_32009,Mar-58722,"April 26, 2024"
Employee_87957,Sales,Item_31150,Sal-97760,"April 24, 2024"
Employee_44733,R&D,Item_71230,R&D-86061,"April 26, 2024"
Employee_76700,HR,Item_37564,HR-75251,"April 08, 2024"
Employee_20937,Sales,Item_29023,Sal-92079,"May 02, 2024"
Employee_13519,R&D,Item_69361,R&D-79205,"May 03, 2024"
Employee_83907,R&D,Item_50670,R&D-72670,"May 05, 2024"
Employee_80022,IT,Item_72454,IT-86779,"April 08, 2024"
Employee_27574,Sales,Item_36350,Sal-34243,"April 27, 2024"
Employee_82716,R&D,Item_79512,R&D-89345,"April 08, 2024"
Employee_39898,R&D,Item_98650,R&D-11742,"April 20, 2024"
Employee_21058,Finance,Item_17429,Fin-45713,"May 06, 2024"
Employee_47158,Finance,Item_93519,Fin-84272,"April 07, 2024"
Employee_39997,Finance,Item_59171,Fin-46942,"April 27, 2024"
Employee_77857,IT,Item_89116,IT-17364,"April 20, 2024"
Employee_34831,Sales,Item_94758,Sal-54873,"April 26, 2024"
Employee_83873,IT,Item_38955,IT-56293,"May 01, 2024"
Employee_67410,R&D,Item_34870,R&D-21141,"May 05, 2024"
Employee_96243,Finance,Item_28406,Fin-95497,"April 11, 2024"
Employee_34292,Sales,Item_63053,Sal-21604,"April 07, 2024"
Employee_36801,Marketing,Item_50500,Mar-37905,"May 04, 2024"
Employee_23918,Operations,Item_68027,Ope-76789,"April 13, 2024"
Employee_72453,Operations,Item_39009,Ope-75881,"April 13, 2024"
Employee_70303,R&D,Item_35454,R&D-57901,"April 14, 2024"
Employee_22294,Operations,Item_71841,Ope-13982,"April 21, 2024"
Employee_89346,R&D,Item_64624,R&D-82854,"April 29, 2024"
Employee_29573,Sales,Item_72411,Sal-97002,"April 30, 2024"
Employee_30863,Sales,Item_82487,Sal-21093,"April 29, 2024"
Employee_71056,Finance,Item_76125,Fin-25500,"May 06, 2024"
Employee_31285,HR,Item_48041,HR-25530,"April 30, 2024"
Employee_14308,R&D,Item_91724,R&D-42168,"May 04, 2024"
Employee_28159,HR,Item_75614,HR-53272,"May 03, 2024"
Employee_82573,IT,Item_36621,IT-67058,"May 06, 2024"
Employee_94942,R&D,Item_62423,R&D-31628,"April 28, 2024"
Employee_89564,Sales,Item_63769,Sal-26385,"May 05, 2024"
Employee_29680,R&D,Item_58118,R&D-14395,"April 09, 2024"
Employee_76744,HR,Item_65534,HR-19860,"April 12, 2024"
Employee_20266,Operations,Item_95679,Ope-75960,"May 01, 2024"
Employee_78539,IT,Item_36383,IT-62046,"April 18, 2024"
Employee_37419,Marketing,Item_30880,Mar-99377,"May 06, 2024"
Employee_43256,HR,Item_45371,HR-20547,"May 03, 2024"
Employee_77041,Operations,Item_23916,Ope-78695,"April 13, 2024"
Employee_75831,IT,Item_62917,IT-75858,"May 05, 2024"
Employee_11238,IT,Item_72720,IT-69778,"April 25, 2024"
Employee_64353,Sales,Item_31175,Sal-48951,"April 26, 2024"
Employee_83552,Finance,Item_90540,Fin-33584,"April 29, 2024"
Employee_36144,Sales,Item_25775,Sal-51614,"April 28, 2024"
Employee_68986,HR,Item_81495,HR-62469,"May 05, 2024"
Employee_72047,Operations,Item_61483,Ope-91180,"April 15, 2024"
Employee_36993,Finance,Item_46292,Fin-52400,"April 12, 2024"
Employee_93090,IT,Item_13361,IT-84572,"April 19, 2024"
Employee_32843,Finance,Item_93694,Fin-10412,"May 01, 2024"
Employee_99850,IT,Item_37614,IT-98921,"April 30, 2024"
Employee_73882,HR,Item_87748,HR-69448,"April 07, 2024"
Employee_98127,Operations,Item_92399,Ope-73415,"April 14, 2024"
Employee_73040,Sales,Item_90556,Sal-67598,"April 19, 2024"
Employee_89154,Operations,Item_92214,Ope-51880,"April 18, 2024"
Employee_32584,HR,Item_79166,HR-72154,"May 01, 2024"
Employee_71179,Marketing,Item_53096,Mar-21072,"April 25, 2024"
Employee_71986,Marketing,Item_98454,Mar-27928,"April 28, 2024"
Employee_28076,Operations,Item_57329,Ope-86419,"April 21, 2024"
Employee_59307,Sales,Item_34376,Sal-23650,"April 10, 2024"
Employee_58299,Operations,Item_10326,Ope-90455,"April 19, 2024"
Employee_45284,HR,Item_44831,HR-89711,"April 16, 2024"
Employee_41070,Marketing,Item_23446,Mar-66530,"May 02, 2024"
Employee_63122,IT,Item_68380,IT-71572,"April 22, 2024"
Employee_32161,R&D,Item_91959,R&D-94787,"April 11, 2024"
Employee_73022,Sales,Item_99832,Sal-23607,"April 13, 2024"
Employee_78068,HR,Item_31083,HR-15923,"April 10, 2024"
Employee_10995,Operations,Item_29279,Ope-90449,"April 19, 2024"
Employee_51742,Finance,Item_18972,Fin-34223,"April 09, 2024"
Employee_96922,R&D,Item_52814,R&D-52858,"April 15, 2024"
Employee_70143,Marketing,Item_62573,Mar-18327,"April 22, 2024"
Employee_51005,Finance,Item_61722,Fin-54790,"April 09, 2024"
Employee_59274,Sales,Item_93739,Sal-75875,"May 01, 2024"
Employee_70352,Operations,Item_39283,Ope-42454,"April 14, 2024"
Employee_12031,IT,Item_98706,IT-29255,"May 05, 2024"
Employee_78551,IT,Item_46645,IT-29877,"April 15, 2024"
Employee_20820,Operations,Item_88198,Ope-30384,"April 14, 2024"
Employee_50841,R&D,Item_75000,R&D-55339,"April 09, 2024"
Employee_42042,Sales,Item_72474,Sal-41535,"April 25, 2024"
Employee_55800,Finance,Item_68018,Fin-82985,"April 19, 2024"
Employee_42040,Operations,Item_19731,Ope-34840,"May 02, 2024"
Employee_42872,HR,Item_65705,HR-83913,"April 23, 2024"
Employee_93514,Sales,Item_94692,Sal-40575,"April 14, 2024"
Employee_82722,Finance,Item_11393,Fin-92778,"April 23, 2024"
Employee_27663,Finance,Item_38389,Fin-64127,"April 16, 2024"
Employee_31843,Sales,Item_90505,Sal-41952,"April 10, 2024"
Employee_19236,R&D,Item_88004,R&D-27142,"April 25, 2024"
Employee_73125,Marketing,Item_49018,Mar-14927,"May 03, 2024"
Employee_73306,R&D,Item_46950,R&D-48010,"May 05, 2024"
Employee_37980,Operations,Item_92746,Ope-76290,"April 25, 2024"
Employee_54123,R&D,Item_97210,R&D-27256,"April 24, 2024"
Employee_97242,HR,Item_82437,HR-72181,"May 06, 2024"
Employee_72304,IT,Item_45093,IT-17583,"May 01, 2024"
Employee_17565,Finance,Item_42343,Fin-51671,"April 28, 2024"
Employee_56585,Operations,Item_50026,Ope-90864,"April 26, 2024"
Employee_88340,R&D,Item_72120,R&D-79830,"April 23, 2024"
Employee_54041,R&D,Item_53143,R&D-99854,"April 08, 2024"
Employee_66800,Marketing,Item_48526,Mar-71264,"April 15, 2024"
Employee_59491,Marketing,Item_55870,Mar-72548,"April 18, 2024"
Employee_76953,Finance,Item_12685,Fin-48344,"April 24, 2024"
Employee_20297,Finance,Item_15677,Fin-52398,"April 11, 2024"
Employee_81318,Operations,Item_25042,Ope-62723,"April 09, 2024"
Employee_32696,Operations,Item_56794,Ope-42602,"April 27, 2024"
Employee_30669,R&D,Item_14263,R&D-49980,"April 11, 2024"
Employee_81124,Finance,Item_78642,Fin-34296,"April 18, 2024"
Employee_14304,Sales,Item_45356,Sal-93136,"April 16, 2024"
Employee_89660,IT,Item_74187,IT-84259,"April 08, 2024"
Employee_13666,R&D,Item_16100,R&D-24946,"April 30, 2024"
Employee_41122,Marketing,Item_46044,Mar-32108,"April 15, 2024"
Employee_59543,IT,Item_67515,IT-65880,"April 24, 2024"
Employee_62848,Finance,Item_32736,Fin-52802,"April 26, 2024"
Employee_82670,Sales,Item_47004,Sal-29447,"April 13, 2024"
Employee_90536,Marketing,Item_20067,Mar-96105,"April 28, 2024"
Employee_68597,Finance,Item_37194,Fin-64804,"April 13, 2024"
Employee_73016,Finance,Item_87012,Fin-21087,"April 14, 2024"
Employee_43375,Marketing,Item_64641,Mar-66082,"May 03, 2024"
Employee_35555,Finance,Item_34413,Fin-56984,"April 23, 2024"
Employee_43476,Sales,Item_51585,Sal-51822,"April 24, 2024"
Employee_25961,HR,Item_11086,HR-58400,"April 08, 2024"
Employee_56706,R&D,Item_72377,R&D-42018,"May 03, 2024"
Employee_80476,R&D,Item_59166,R&D-76602,"May 02, 2024"
Employee_58799,R&D,Item_48245,R&D-90760,"April 30, 2024"
Employee_52720,Operations,Item_52612,Ope-79787,"April 09, 2024"
Employee_46558,R&D,Item_36383,R&D-40502,"April 24, 2024"
Employee_83443,Finance,Item_12090,Fin-66684,"May 04, 2024"
Employee_28865,Marketing,Item_86064,Mar-36151,"May 06, 2024"
Employee_87628,Operations,Item_32555,Ope-27292,"May 06, 2024"
Employee_17676,HR,Item_53131,HR-32671,"April 19, 2024"
Employee_85207,IT,Item_13818,IT-54448,"April 23, 2024"
Employee_39598,Marketing,Item_57840,Mar-14472,"April 29, 2024"
Employee_59426,IT,Item_44871,IT-10892,"April 27, 2024"
Employee_67849,Sales,Item_10203,Sal-44710,"April 08, 2024"
Employee_51045,IT,Item_12440,IT-32503,"April 18, 2024"
Employee_98396,Marketing,Item_91034,Mar-97070,"April 24, 2024"
Employee_73433,Marketing,Item_63911,Mar-80114,"May 02, 2024"
Employee_52597,IT,Item_91901,IT-33004,"May 04, 2024"
Employee_16960,IT,Item_38948,IT-87589,"May 01, 2024"
Employee_15732,Marketing,Item_49188,Mar-67327,"April 12, 2024"
Employee_51048,IT,Item_83194,IT-72824,"April 10, 2024"
Employee_36172,Operations,Item_24930,Ope-94300,"May 05, 2024"
Employee_57088,Operations,Item_44982,Ope-35446,"April 22, 2024"
Employee_82896,IT,Item_92888,IT-45065,"April 17, 2024"
Employee_91204,Operations,Item_20952,Ope-69649,"May 02, 2024"
Employee_68683,Finance,Item_37391,Fin-24223,"April 10, 2024"
Employee_42374,R&D,Item_92145,R&D-81969,"April 12, 2024"
Employee_83111,Operations,Item_41374,Ope-74704,"April 17, 2024"
Employee_18933,Operations,Item_38608,Ope-31381,"May 01, 2024"
Employee_51797,Marketing,Item_98037,Mar-68068,"April 23, 2024"
Employee_37300,R&D,Item_89704,R&D-17332,"May 06, 2024"
Employee_50788,IT,Item_65026,IT-62066,"May 06, 2024"
Employee_25416,Marketing,Item_80838,Mar-44308,"April 18, 2024"
Employee_59247,HR,Item_14900,HR-60212,"April 21, 2024"
Employee_55453,Marketing,Item_53523,Mar-45472,"April 29, 2024"
Employee_77118,Sales,Item_92921,Sal-37091,"April 27, 2024"
Employee_59193,Operations,Item_75625,Ope-97538,"April 14, 2024"
Employee_59782,R&D,Item_38162,R&D-68552,"April 07, 2024"
Employee_29151,Sales,Item_44758,Sal-10556,"April 08, 2024"
Employee_66687,Marketing,Item_43644,Mar-18399,"May 01, 2024"
Employee_84392,Finance,Item_51123,Fin-67784,"April 24, 2024"
Employee_57541,Finance,Item_42764,Fin-74839,"April 10, 2024"
Employee_81358,Finance,Item_46409,Fin-90726,"April 07, 2024"
Employee_65404,R&D,Item_48729,R&D-97654,"April 16, 2024"
Employee_47530,Operations,Item_41080,Ope-72535,"May 05, 2024"
Employee_31887,R&D,Item_81200,R&D-36748,"April 16, 2024"
Employee_54787,HR,Item_47177,HR-25332,"April 27, 2024"
Employee_37740,Marketing,Item_44804,Mar-97571,"April 14, 2024"
Employee_18238,IT,Item_48011,IT-66609,"April 17, 2024"
Employee_82172,Marketing,Item_82120,Mar-34398,"April 09, 2024"
Employee_81264,Operations,Item_71926,Ope-14446,"April 27, 2024"
Employee_29922,R&D,Item_69016,R&D-54529,"April 24, 2024"
Employee_79901,IT,Item_15268,IT-55522,"April 13, 2024"
Employee_36586,Finance,Item_90953,Fin-79884,"April 28, 2024"
Employee_51584,Marketing,Item_32317,Mar-33319,"April 21, 2024"
Employee_83071,R&D,Item_11590,R&D-49548,"April 15, 2024"
Employee_40030,Operations,Item_68481,Ope-15030,"April 26, 2024"
Employee_32604,IT,Item_12864,IT-90575,"April 18, 2024"
Employee_40249,Marketing,Item_89655,Mar-97427,"April 11, 2024"
Employee_69731,Sales,Item_23360,Sal-43996,"April 13, 2024"
Employee_72750,IT,Item_13419,IT-75353,"May 01, 2024"
Employee_88339,IT,Item_80105,IT-98828,"May 03, 2024"
Employee_80037,IT,Item_92733,IT-74090,"April 20, 2024"
Employee_88391,Finance,Item_23622,Fin-60670,"April 10, 2024"
Employee_75108,HR,Item_62479,HR-40184,"May 01, 2024"
Employee_65763,Sales,Item_81289,Sal-92510,"May 01, 2024"
Employee_90530,Marketing,Item_92340,Mar-85602,"April 11, 2024"
Employee_97354,R&D,Item_44946,R&D-25835,"April 20, 2024"
Employee_45467,HR,Item_12508,HR-82004,"April 18, 2024"
Employee_72744,Operations,Item_76372,Ope-70944,"April 16, 2024"
Employee_47802,Sales,Item_35846,Sal-17567,"May 06, 2024"
Employee_38425,Operations,Item_83511,Ope-53857,"April 15, 2024"
Employee_72589,Sales,Item_57283,Sal-75988,"April 24, 2024"
Employee_73437,R&D,Item_89578,R&D-86821,"April 08, 2024"
Employee_30237,Finance,Item_25278,Fin-93191,"May 03, 2024"
Employee_19680,Sales,Item_11482,Sal-59188,"May 04, 2024"
Employee_21086,Operations,Item_81414,Ope-34756,"May 01, 2024"
Employee_11923,HR,Item_25333,HR-86959,"April 28, 2024"
Employee_52183,IT,Item_98566,IT-29842,"April 23, 2024"
Employee_64100,Sales,Item_77274,Sal-53194,"April 22, 2024"
Employee_36872,Sales,Item_40486,Sal-18744,"April 25, 2024"
Employee_64798,HR,Item_95908,HR-16033,"April 20, 2024"
Employee_29657,IT,Item_16057,IT-80354,"May 02, 2024"
Employee_61959,IT,Item_71263,IT-40175,"April 15, 2024"
Employee_43032,R&D,Item_69490,R&D-68935,"April 24, 2024"
Employee_23074,Sales,Item_24086,Sal-87371,"April 26, 2024"
Employee_24481,R&D,Item_84317,R&D-95779,"April 30, 2024"
Employee_28013,IT,Item_60654,IT-59915,"April 25, 2024"
Employee_50083,HR,Item_90765,HR-14194,"April 25, 2024"
Employee_54598,IT,Item_71805,IT-65083,"April 18, 2024"
Employee_66334,Finance,Item_39786,Fin-70014,"May 02, 2024"
Employee_28529,HR,Item_46110,HR-78849,"April 21, 2024"
Employee_64063,Sales,Item_43263,Sal-37397,"April 13, 2024"
Employee_23268,Finance,Item_72376,Fin-23796,"April 18, 2024"
Employee_38806,Sales,Item_61652,Sal-27876,"April 28, 2024"
Employee_51301,Sales,Item_26045,Sal-22355,"April 20, 2024"
Employee_27017,Finance,Item_45490,Fin-35704,"May 03, 2024"
Employee_98926,IT,Item_32678,IT-91724,"April 29, 2024"
Employee_18563,Marketing,Item_98826,Mar-15814,"April 11, 2024"
Employee_22685,IT,Item_11031,IT-70638,"May 06, 2024"
Employee_97982,HR,Item_75170,HR-84350,"April 26, 2024"
Employee_50669,IT,Item_26459,IT-26458,"April 26, 2024"
Employee_41421,HR,Item_90633,HR-72133,"April 13, 2024"
Employee_76068,IT,Item_42121,IT-40504,"May 02, 2024"
Employee_62162,R&D,Item_69255,R&D-61293,"May 01, 2024"
Employee_68171,Sales,Item_51722,Sal-18872,"April 11, 2024"
Employee_33458,Marketing,Item_71070,Mar-80609,"May 01, 2024"
Employee_77709,Sales,Item_57067,Sal-74730,"April 07, 2024"
Employee_55315,IT,Item_89149,IT-53892,"April 11, 2024"
Employee_75933,Marketing,Item_93074,Mar-79750,"April 17, 2024"
Employee_16456,R&D,Item_44501,R&D-84384,"April 16, 2024"
Employee_29901,Marketing,Item_55620,Mar-71161,"April 24, 2024"
Employee_14140,IT,Item_76039,IT-81934,"April 20, 2024"
Employee_11790,IT,Item_90471,IT-88462,"April 15, 2024"
Employee_49478,IT,Item_25387,IT-68183,"May 02, 2024"
Employee_68147,Sales,Item_86269,Sal-47746,"April 28, 2024"
Employee_87538,Operations,Item_25139,Ope-43113,"April 11, 2024"
Employee_50140,R&D,Item_61957,R&D-42256,"April 24, 2024"
Employee_50513,Marketing,Item_14324,Mar-10563,"April 20, 2024"
Employee_37662,R&D,Item_72779,R&D-54809,"April 14, 2024"
Employee_21315,R&D,Item_91243,R&D-41073,"April 28, 2024"
Employee_30900,R&D,Item_78382,R&D-73031,"May 03, 2024"
Employee_95670,HR,Item_51654,HR-61244,"April 22, 2024"
Employee_66581,Finance,Item_87833,Fin-25295,"April 29, 2024"
Employee_26146,Operations,Item_37379,Ope-50800,"April 19, 2024"
Employee_10967,Finance,Item_91231,Fin-81050,"April 18, 2024"
Employee_59922,Operations,Item_90403,Ope-79977,"April 16, 2024"
Employee_24229,HR,Item_19240,HR-30381,"May 05, 2024"
Employee_81950,R&D,Item_51816,R&D-87622,"May 05, 2024"
Employee_90786,Sales,Item_74308,Sal-60604,"April 11, 2024"
Employee_37391,R&D,Item_62756,R&D-41083,"April 20, 2024"
Employee_54461,R&D,Item_46635,R&D-34031,"April 24, 2024"
Employee_77206,R&D,Item_13825,R&D-33007,"May 05, 2024"
Employee_70034,Marketing,Item_57826,Mar-46619,"April 20, 2024"
Employee_66244,IT,Item_62474,IT-48007,"April 12, 2024"
Employee_35811,Marketing,Item_39251,Mar-73806,"April 21, 2024"
Employee_54728,IT,Item_52661,IT-72686,"April 08, 2024"
Employee_31470,R&D,Item_34678,R&D-62144,"May 03, 2024"
Employee_40750,IT,Item_61142,IT-30407,"April 22, 2024"
Employee_13184,Marketing,Item_54834,Mar-99444,"April 24, 2024"
Employee_98070,Sales,Item_83678,Sal-85164,"May 01, 2024"
Employee_37180,HR,Item_36743,HR-48121,"April 12, 2024"
Employee_13290,Marketing,Item_17213,Mar-51788,"April 09, 2024"
Employee_24829,Marketing,Item_42972,Mar-46683,"April 14, 2024"
Employee_74349,Operations,Item_70363,Ope-60766,"April 15, 2024"
Employee_57574,Finance,Item_99664,Fin-69777,"April 26, 2024"
Employee_62722,R&D,Item_22277,R&D-84754,"April 15, 2024"
Employee_90186,Operations,Item_29059,Ope-52747,"April 30, 2024"
Employee_27181,Sales,Item_63915,Sal-25259,"April 09, 2024"
Employee_61840,Sales,Item_95759,Sal-52103,"April 20, 2024"
Employee_53263,Marketing,Item_41516,Mar-14484,"April 27, 2024"
Employee_59516,IT,Item_47431,IT-71511,"April 28, 2024"
Employee_67412,Operations,Item_94778,Ope-25235,"April 12, 2024"
Employee_88876,IT,Item_96041,IT-48153,"April 16, 2024"
Employee_13741,Finance,Item_33125,Fin-13946,"April 23, 2024"
Employee_35922,Operations,Item_72370,Ope-66219,"April 15, 2024"
Employee_36397,HR,Item_87762,HR-37848,"May 04, 2024"
Employee_32236,Marketing,Item_70172,Mar-79172,"May 06, 2024"
Employee_22773,Finance,Item_24047,Fin-38472,"May 04, 2024"
Employee_99455,IT,Item_72031,IT-21394,"April 12, 2024"
Employee_53724,Operations,Item_18948,Ope-98115,"April 16, 2024"
Employee_82380,R&D,Item_59807,R&D-25280,"April 28, 2024"
Employee_41955,HR,Item_59700,HR-87387,"April 26, 2024"
Employee_99436,HR,Item_99576,HR-84985,"April 22, 2024"
Employee_27029,Sales,Item_93424,Sal-93760,"April 11, 2024"
Employee_30475,R&D,Item_30047,R&D-56529,"April 07, 2024"
Employee_21811,IT,Item_88090,IT-74021,"April 26, 2024"
Employee_15592,IT,Item_11245,IT-32587,"May 01, 2024"
Employee_90820,Finance,Item_13414,Fin-71508,"April 12, 2024"
Employee_41207,Marketing,Item_80206,Mar-17129,"April 20, 2024"
Employee_69241,IT,Item_81115,IT-43710,"April 17, 2024"
Employee_53559,IT,Item_44350,IT-91384,"April 09, 2024"
Employee_12454,IT,Item_26605,IT-36762,"April 27, 2024"
